,total_pressure,mean_molar_mass
0,331.09371813262186,0.02896818631062825
1,62.839796180183995,0.046523912867350456
2,89.7968418943041,0.029455601109381866
3,203.50233705317999,0.03972238642300037
4,194.35209201111417,0.019839255734316524
5,353.52955555986904,0.01957969343987024
6,49.37956152371728,0.04589300846711462
7,120.95480744080764,0.022814632599229077
8,237.7780330439302,0.008724749114288131
9,370.25733021042385,0.03040854081406779
10,558.1951202029802,0.028303228976047715
11,461.06860208720775,0.03785681311017794
12,140.8415652658097,0.04378369779395365
13,495.2821125334886,0.043949115084596826
14,363.9921789935086,0.027058152601808206
15,198.4714222156618,0.027373323589977898
16,210.57840348376934,0.023227796701120608
17,522.6145253726033,0.023542561726415303
18,160.29540339548046,0.02509942001107192
19,63.964226384066905,0.03804782161573271
20,352.8358826786903,0.0440165856218918
21,172.95688599301852,0.04498755822100122
22,138.21892373462626,0.04314850175969398
23,383.3187935265201,0.026800641886643634
24,184.89347102135068,0.035576090299655326
25,216.48344914951377,0.01880717011951805
26,203.2984755451911,0.015030853084430203
27,347.31053077235646,0.03379917047586679
28,476.258113675058,0.023193427400366534
29,141.5735247685288,0.006513532381177044
30,525.2866428729815,0.040910667463398186
31,248.71692035289334,0.025319306621674434
32,155.7502314089777,0.040105286779630135
33,48.488284561502326,0.033313040405063034
34,112.19857804648407,0.04568879437050555
35,43.94675354646472,0.028544252119533643
36,354.7441206867387,0.037604421564594225
37,400.5990014336023,0.02069590186563345
38,187.23075483867655,0.03474218986488829
39,334.27919357829927,0.026013037995536937
40,167.41536714509613,0.04252626757855138
41,400.9873808679331,0.01950828313763578
42,210.11739011146787,0.03571681889912918
43,43.91892265564837,0.050065837677094084
44,71.25752138793221,0.04696301105207697
45,251.8252343512849,0.03625071108137942
46,160.7316536728342,0.030164770085982014
47,76.15246207160463,0.0356429651334909
48,186.48431379421552,0.02907593259893515
49,778.1083679534858,0.040330545941856116
