H2,H2O,O2,H2_melt,H2O_melt,O2_melt,H2_mass_atm,H2O_mass_atm,O2_mass_atm,H2_mass_melt,H2O_mass_melt,O2_mass_melt,H2_mass_tot,H2O_mass_tot,O2_mass_tot,H2_fugacity,H2O_fugacity,O2_fugacity,H2_fugacity_input,Total_Pressure
2758.8772954549936,882.1920091308414,1.2942378426271635e-13,961.7319354615071,30515.979419936208,0.0,2.6482115268606865e+22,7.567622927488734e+22,19719827.031357154,3.4925295236284626e+22,1.1081877926349834e+24,0.0,6.140741050489149e+22,1.1838640219098708e+24,19719827.031357154,3899.999999896271,999.9999999548661,2.38311988969701e-13,3900,3641.069304585835
2814.4497369525843,879.1395686966356,1.2189729001100365e-13,974.5791756406376,30515.97837484998,0.0,2.7332565710314553e+22,7.629934495214927e+22,18790990.592079613,3.5391842763389752e+22,1.108187754682677e+24,0.0,6.272440847370431e+22,1.1844870996348262e+24,18790990.592079613,3999.9995952802533,999.9999314605079,2.2654531003020096e-13,4000,3693.58930564922
2869.495795268621,876.1034391293681,1.1496296243386575e-13,987.2745234289115,30515.97854294014,0.0,2.8185819200207828e+22,7.69053463613889e+22,17924693.414572723,3.585287431832092e+22,1.1081877607868713e+24,0.0,6.403869351852875e+22,1.1850931071482602e+24,17924693.414572723,4099.999653347064,999.9999424770415,2.1562909178957661e-13,4100,3745.5992343979888
2924.0260632172944,873.0839341849597,1.0856221086203908e-13,999.8233576053794,30515.97869156737,0.0,2.904166188296421e+22,7.749475336615158e+22,17115422.537889026,3.6308585231439356e+22,1.108187766184269e+24,0.0,6.535024711440357e+22,1.1856825195504207e+24,17115422.537889026,4199.999706200997,999.9999522179858,2.0548328205241838e-13,4200,3797.109997402254
2978.0510299789753,870.0813802637264,1.0264340689471541e-13,1012.2307985058414,30515.97882177384,0.0,2.9899892597675465e+22,7.80680705826566e+22,16358266.237620952,3.675916144773963e+22,1.1081877709127169e+24,0.0,6.665905404541509e+22,1.1862558414953735e+24,16358266.237620952,4299.999753802197,999.9999607516437,1.960370550915393e-13,4300,3848.1324102427016
3031.5808504562933,867.0960656340334,9.716091622423689e-14,1024.5016732077554,30515.97893470037,0.0,3.0760319593302765e+22,7.862578276846673e+22,15648834.967038874,3.720477826253964e+22,1.1081877750136439e+24,0.0,6.79650978558424e+22,1.1868135577821106e+24,15648834.967038874,4399.999796197894,999.9999681527846,1.8722754099138888e-13,4400,3898.676916090327
3084.62535994008,864.1282433441861,9.207429028773919e-14,1036.6405385825196,30515.979031646984,0.0,3.1622760015970804e+22,7.91683558283798e+22,14983195.565378848,3.76456011586242e+22,1.1081877785342601e+24,0.0,6.9268361174595005e+22,1.18735613436264e+24,14983195.565378848,4499.999833548295,999.9999745066106,1.7899877684877656e-13,4500,3948.7536032842663
3137.194087917246,861.1781339080085,8.734758157786364e-14,1048.651702057147,30515.979113952126,0.0,3.248703943030189e+22,7.969623775585517e+22,14357815.0061103,3.8081786560205296e+22,1.1081877815231715e+24,0.0,7.056882599050718e+22,1.1878840192790267e+24,14357815.0061103,4599.999866076225,999.999979900843,1.7130081579999414e-13,4600,3998.3722218252547
3189.2962711231276,858.2459277900837,8.294876153653026e-14,1060.5392403669741,30515.97918290668,0.0,3.3352991372512533e+22,8.020985951585905e+22,13769512.12776296,3.851348251392666e+22,1.1081877840272562e+24,0.0,7.18664738864392e+22,1.1883976435431152e+24,13769512.12776296,4699.999894031139,999.9999844200853,1.640889673082006e-13,4700,4047.542198913211
3240.9408659023225,855.3317877094626,7.884922390189793e-14,1072.3070165358213,30515.979239780743,0.0,3.422045693286367e+22,8.070963587386089e+22,13215416.071333878,3.894082930549835e+22,1.1081877860926377e+24,0.0,7.316128623836202e+22,1.1888974219664985e+24,13215416.071333878,4799.99991769604,999.9999881475791,1.5732314706964844e-13,4800,4096.272653611785
3292.136559867526,852.4358507639267,7.502335951881553e-14,1083.9586952713887,30515.979285671518,0.0,3.5089284364490917e+22,8.119596617371865e+22,12692930.373609923,3.936396001878048e+22,1.1081877877591612e+24,0.0,7.44532443832714e+22,1.1893837539328799e+24,12692930.373609923,4899.999937318954,999.9999911552344,1.5096731882044432e-13,4900,4144.572410631453
3342.891782967302,849.5582304026417,7.144819114646275e-14,1095.4977569676803,30515.97932151792,0.0,3.5959328717293377e+22,8.166923506966846e+22,12199701.849094663,3.978300104428131e+22,1.1081877890609233e+24,0.0,7.57423297615747e+22,1.1898570241305917e+24,12199701.849094663,4999.999953107014,999.9999935045872,1.4498901349760525e-13,5000,4192.450013369944
3393.214717960137,846.699018251623,6.810305881514381e-14,1106.9275104568003,30515.979348091194,0.0,3.683045149445854e+22,8.212981321489006e+22,11733593.539773539,4.01980725422387e+22,1.1081877900259317e+24,0.0,7.702852403669725e+22,1.1903176032408217e+24,11733593.539773539,5099.999965196777,999.9999952461844,1.3935891373446703e-13,5100,4239.91373621176
3443.113310420771,843.8582858234238,6.496934792523056e-14,1118.2511046651712,30515.97936644507,0.0,3.7702520330896166e+22,8.25780579117923e+22,11292661.13301742,4.060928886591569e+22,1.1081877906924528e+24,0.0,7.831180919681187e+22,1.1907658486042451e+24,11292661.13301742,5199.999973790879,999.9999964490872,1.3405049374355293e-13,5200,4286.971596244195
3492.5952784096385,841.0360861333065,6.203025361584163e-14,1129.4715393140184,30515.979379171036,0.0,3.8575408693326006e+22,8.30143137285682e+22,10875132.347425174,4.101675895018858e+22,1.1081877911545962e+24,0.0,7.959216764351458e+22,1.1912021048831645e+24,10875132.347425174,5299.9999796778,999.9999972831399,1.2903970632789254e-13,5300,4333.631364542945
3541.668121439467,838.2324550719177,5.92705760498931e-14,1140.5916746654702,30515.97938896196,0.0,3.944899559768975e+22,8.34389130718748e+22,10479388.87397354,4.142058666547655e+22,1.1081877915101536e+24,0.0,8.08695822631663e+22,1.1916267045820284e+24,10479388.87397354,5399.999984242696,999.9999979248316,1.2430471019255558e-13,5400,4379.900576511385
3590.3391266294934,835.447412158995,5.667654198415404e-14,1151.6142398887193,30515.979384596954,0.0,4.032316531616131e+22,8.385217667363973e+22,10103950.496596714,4.182087112155884e+22,1.1081877913516384e+24,0.0,8.214403643772016e+22,1.1920399680252782e+24,10103950.496596714,5499.999984234518,999.9999976387514,1.1982563147219776e-13,5500,4425.7865387884885
3638.615377734688,832.6809623453413,5.4235648645758683e-14,1162.5418415297588,30515.97935258441,0.0,4.119780712778234e+22,8.425441414431955e+22,9747461.055583943,4.221770697515319e+22,1.1081877901891029e+24,0.0,8.341551410293554e+22,1.1924422043334224e+24,9747461.055583943,5599.999973873933,999.9999955406674,1.1558435435248194e-13,5600,4471.296340080029
3686.503768035914,829.9330982495679,5.193652739427407e-14,1173.3769723396283,30515.979304082408,0.0,4.207281514175326e+22,8.464592457402756e+22,9408676.122253088,4.261118475051361e+22,1.1081877884277526e+24,0.0,8.468399989226686e+22,1.1928337130017802e+24,9408676.122253088,5699.999956470513,999.9999923618735,1.1156433806093306e-13,5700,4516.436866285482
3734.011009980421,827.2038016441209,4.976882410375748e-14,1184.1220188099571,30515.979286126145,0.0,4.294808810212841e+22,8.502699704001825e+22,9086452.101256367,4.300139111308359e+22,1.108187787775671e+24,0.0,8.5949479215212e+22,1.1932147848156892e+24,9086452.101256367,5799.999950075036,999.9999911850302,1.0775045581090849e-13,5800,4561.214811624542
3781.143636194941,824.4930432456148,4.772309372608352e-14,1194.7792661689448,30515.979351958802,0.0,4.38235291045388e+22,8.539791091250639e+22,8779736.52797098,4.338840905092523e+22,1.108187790166384e+24,0.0,8.721193815546404e+22,1.1935857010788904e+24,8779736.52797098,5899.999974502415,999.9999954996653,1.0412885209091581e-13,5900,4605.636679440556
3827.90798305581,821.8007775325058,4.579070698052574e-14,1205.3508986390873,30515.9794147357,0.0,4.469904515642099e+22,8.575893568805946e+22,8487559.3869744,4.3772317884078455e+22,1.1081877924461268e+24,0.0,8.847136304049944e+22,1.1939467281341863e+24,8487559.3869744,5999.999997305012,999.9999996140275,1.0068681532929851e-13,6000,4649.708760588315
3874.3102247888933,819.1269505017942,4.396376843163791e-14,1215.8390117622657,30515.979413191144,0.0,4.557454728982461e+22,8.611033205117148e+22,8209025.466298592,4.415319371214668e+22,1.1081877923900363e+24,0.0,8.97277410019713e+22,1.1942981244412077e+24,8209025.466298592,6099.99999692654,999.9999995127986,9.741266731687084e-14,6100,4693.437175290687
3920.3563956022567,816.4715052673769,4.2235043956484546e-14,1226.2456215239167,30515.979425887603,0.0,4.644995053417585e+22,8.645235267955548e+22,7943307.531760727,4.4531109745641036e+22,1.1081877928511083e+24,0.0,9.098106027981688e+22,1.1946401455306638e+24,7943307.531760727,6200.000001958442,1000.0000003449171,9.429566475629396e-14,6200,4736.827900869634
3966.052356715154,813.8343723152942,4.05978960694308e-14,1236.5726595143572,30515.97942064762,0.0,4.732517335144019e+22,8.678524161049418e+22,7689640.180709387,4.490613613026388e+22,1.1081877926608184e+24,0.0,9.223130948170406e+22,1.1949730342713126e+24,7689640.180709387,6300.000000008917,1000.0000000014918,9.132590979937864e-14,6300,4779.886729030448
4011.4038282933625,811.2154770731435,3.904622638033594e-14,1246.8219838563657,30515.979420650812,0.0,4.820013775261534e+22,8.710923523274139e+22,7447314.309090107,4.527834034374393e+22,1.1081877926609343e+24,0.0,9.347847809635928e+22,1.1952970278936757e+24,7447314.309090107,6400.000000010308,1000.0000000017009,8.849427150001015e-14,6400,4822.619305366506
4056.416381112824,808.6147370966472,3.7574424965612357e-14,1256.9953799541909,30515.97942065442,0.0,4.907476900158408e+22,8.742456226983683e+22,7215672.2712422665,4.564778722303644e+22,1.1081877926610654e+24,0.0,9.472255622462052e+22,1.1956123549309022e+24,7215672.2712422665,6500.000000011953,1000.0000000019375,8.579231624636041e-14,6500,4865.031118209471
4101.095446973218,806.0320640434019,3.61773245007277e-14,1267.0945656411259,30515.979420658525,0.0,4.994899552792723e+22,8.773144421484706e+22,6994103.3925143,4.601453915125749e+22,1.1081877926612142e+24,0.0,9.596353467918471e+22,1.1959192368760613e+24,6994103.3925143,6600.000000013789,1000.0000000022062,8.321224431225595e-14,6600,4907.12751101662
4145.446322669498,803.4673640002874,3.4850159622913684e-14,1277.1211945342272,30515.979420663203,0.0,5.082274878177291e+22,8.803009559613275e+22,6782039.997042231,4.637865617951046e+22,1.1081877926613843e+24,0.0,9.720140496128338e+22,1.196217888257517e+24,6782039.997042231,6700.0000000159125,1000.0000000025128,8.074683366335323e-14,6700,4948.913686669785
4195.540068473969,804.8118137759776,1.2875230446434857e-14,1288.7422601404755,30601.70403313896,0.0,5.168807084983286e+22,8.86079871741727e+22,2517828.7131956783,4.680067517700136e+22,1.1113008819634414e+24,0.0,9.848874602683421e+22,1.199908869137614e+24,2517828.7131956783,6816.796991347154,1005.6262339733506,7.889082784859579e-14,6800,5000.351882249946
4233.184040840315,798.3914820188534,1.2367965446436533e-14,1296.9630945000554,30515.979409676023,0.0,5.256857557609861e+22,8.86035315336087e+22,2437957.0095341,4.709921477676951e+22,1.1081877922623848e+24,0.0,9.96677903528681e+22,1.1967913237959935e+24,2437957.0095341,6899.999994657299,999.9999992824194,7.613369772634489e-14,6900,5031.575522859168
4276.580844338528,795.8800892006359,1.194471514698285e-14,1306.7813810736425,30515.979409934913,0.0,5.3440526010480234e+22,8.887871275799242e+22,2369291.8246400417,4.745576585368933e+22,1.1081877922717863e+24,0.0,1.0089629186416956e+23,1.1970665050297788e+24,2369291.8246400417,6999.999994732619,999.9999992993869,7.397398671148554e-14,7000,5072.460933539163
4319.6693835075675,793.3862476171635,1.1541263171707304e-14,1316.5331463960486,30515.979410209195,0.0,5.431175667722402e+22,8.914645714381418e+22,2303379.018804358,4.78099012113725e+22,1.1081877922817469e+24,0.0,1.0212165788859653e+23,1.197334249425561e+24,2303379.018804358,7099.999994817117,999.9999993173632,7.19048869068891e-14,7100,5113.055631124731
4362.4543450194105,790.9098423994346,1.1156436639579653e-14,1326.2197686974546,30515.979410502765,0.0,5.5182212306306165e+22,8.940694823325745e+22,2240074.3688382288,4.8161670900248065e+22,1.108187792292408e+24,0.0,1.0334388320655424e+23,1.1975947405256654e+24,2240074.3688382288,7199.999994913049,999.9999993366037,6.99213994809658e-14,7200,5153.364187418845
4404.940305257915,788.4507556481898,1.078914656611198e-14,1335.842578967833,30515.979410837368,0.0,5.605183995956394e+22,8.966036405724412e+22,2179242.9993827003,4.851112325521686e+22,1.1081877923045591e+24,0.0,1.045629632147808e+23,1.1978481563618032e+24,2179242.9993827003,7299.999995032042,999.9999993585333,6.801886562621257e-14,7300,5193.391060906104
4447.131733846708,786.0088667560499,1.0438380849642399e-14,1345.4028631969995,30515.979411207056,0.0,5.692058893447796e+22,8.99068773396735e+22,2120758.6617294345,4.885830497699904e+22,1.1081877923179842e+24,0.0,1.0577889391147699e+23,1.1980946696576577e+24,2120758.6617294345,7399.999995171714,999.9999993827624,6.619293917745088e-14,7400,5233.140600602757
4489.032997047486,783.5840527091403,1.0103197926946907e-14,1354.9018644830044,30515.979411605073,0.0,5.7788410672684424e+22,9.01466556927192e+22,2064503.077050543,4.920326120870031e+22,1.1081877923324382e+24,0.0,1.0699167188138472e+23,1.1983344480251575e+24,2064503.077050543,7499.999995329116,999.9999994088482,6.443956176888899e-14,7500,5272.617049756626
4530.648361014046,781.176188365813,9.782721026502058e-15,1364.340785013449,30515.979412014913,0.0,5.865525867269032e+22,9.037986180323365e+22,2010365.3375062726,4.954603560776341e+22,1.1081877923473215e+24,0.0,1.0820129428045373e+23,1.1985676541505552e+24,2010365.3375062726,7599.999995496181,999.9999994357089,6.275494026392284e-14,7600,5311.824549379859
4571.981994925985,778.7851467171481,9.476132956304242e-15,1373.7207879328448,30515.979412451426,0.0,5.952108840677026e+22,9.06066536110831e+22,1958241.3594570265,4.9886670413781264e+22,1.1081877923631736e+24,0.0,1.0940775882055152e+23,1.1987944459742567e+24,1958241.3594570265,7699.999995681024,999.9999994643179,6.113552622355383e-14,7700,5350.767141643133
4613.037973984016,776.4107991261728,9.182671370421768e-15,1383.0429990983846,30515.97941293033,0.0,6.038585724151646e+22,9.082718447934967e+22,1908033.3836292692,5.022520651225784e+22,1.108187792380565e+24,0.0,1.1061106375377429e+23,1.1990149768599147e+24,1908033.3836292692,7799.999995892403,999.9999994957046,5.9577997205061e-14,7800,5389.448773110189
4653.820282276112,774.0530155477543,8.901624464966258e-15,1392.3085087324243,30515.979413382185,0.0,6.124952436187377e+22,9.104160335688203e+22,1859649.5176653306,5.056168349461799e+22,1.108187792396974e+24,0.0,1.1181120785649175e+23,1.199229395753856e+24,1859649.5176653306,7899.999996093894,999.9999995253191,5.807923970688631e-14,7900,5427.873297823867
4694.332815601096,771.7116647448726,8.63232705995927e-15,1401.5183729984506,30515.97941391273,0.0,6.2112050699493955e+22,9.125005493523125e+22,1813003.317017941,5.089613971543873e+22,1.1081877924162408e+24,0.0,1.1300819041493268e+23,1.199437847351472e+24,1813003.317017941,7999.999996342436,999.9999995600909,5.6636333598127316e-14,8000,5466.044480345969
4734.579384053842,769.3866144664051,8.37415702784737e-15,1410.6736154577254,30515.979414413607,0.0,6.29733988626704e+22,9.145267979623788e+22,1768013.400457127,5.12286123453473e+22,1.1081877924344302e+24,0.0,1.142020112080177e+23,1.1996404722306681e+24,1768013.400457127,8099.9999965799825,999.9999995929179,5.524653788206589e-14,8100,5503.965998520247
4774.563714667819,767.0777316392804,8.126532034854075e-15,1419.7752284836015,30515.97941495931,0.0,6.383353307138393e+22,9.164961455651984e+22,1724603.0970701147,5.155913742238199e+22,1.1081877924542474e+24,0.0,1.1539267049376592e+23,1.1998374070107672e+24,1724603.0970701147,8199.999996847371,999.9999996286829,5.3907277671275954e-14,8200,5541.6414463071
4814.289453821261,764.78488252298,7.888906563822742e-15,1428.8241745658675,30515.97941551952,0.0,6.469241909349227e+22,9.184099200312841e+22,1682700.1217063407,5.188774989935948e+22,1.1081877924745913e+24,0.0,1.1658016899285175e+23,1.2000287844777197e+24,1682700.1217063407,8299.999997128389,999.9999996653988,5.261613225132123e-14,8300,5579.074336344242
4853.76016964544,762.507932868596,7.660769191712186e-15,1437.821387567437,30515.979416137066,0.0,6.5550024184904985e+22,9.202694122540555e+22,1642236.2763601535,5.221448368951147e+22,1.1081877924970175e+24,0.0,1.1776450787441646e+23,1.200214733722423e+24,1642236.2763601535,8399.999997447492,999.9999997058725,5.1370824135292286e-14,8400,5616.268102514036
4892.979354267958,760.2467480533861,7.441640096982466e-15,1446.7677738959853,30515.979416733127,0.0,6.64063170313991e+22,9.220758773988377e+22,1603147.1750746109,5.253937170903271e+22,1.1081877925186635e+24,0.0,1.189456887404318e+23,1.2003953802585472e+24,1603147.1750746109,8499.999997760839,999.9999997449379,5.016920901274365e-14,8500,5653.226102321344
