H2,H2O,O2,H2_melt,H2O_melt,O2_melt,H2_mass_atm,H2O_mass_atm,O2_mass_atm,H2_mass_melt,H2O_mass_melt,O2_mass_melt,H2_mass_tot,H2O_mass_tot,O2_mass_tot,H2_fugacity,Total_Pressure
6999.9999999999945,999.999999999999,7.3973986783142e-14,1306.7813815890447,30515.97942062486,0.0,9.859051795966322e+22,1.2586737832883266e+23,16538071.083996974,4.745576587240616e+22,1.1081877926599918e+24,0.0,1.4604628383206937e+23,1.2340551709888244e+24,16538071.083996974,7000,7999.999999999994
7100.000000000017,1000.000000000002,7.190488697428995e-14,1316.5331468997724,30515.97942062488,0.0,1.006175822591279e+23,1.266460377329749e+23,16174939.21843454,4.780990122966524e+22,1.1081877926599926e+24,0.0,1.4842748348879314e+23,1.2348338303929674e+24,16174939.21843454,7100,8100.000000000019
7200.000000000001,1000.000000000001,6.992139954425089e-14,1326.219769188573,30515.97942062487,0.0,1.0265429736076746e+23,1.2741504633494104e+23,15824262.241942462,4.816167091808303e+22,1.108187792659992e+24,0.0,1.5081596827885049e+23,1.2356028389949332e+24,15824262.241942462,7200,8200.000000000002
7300.0,1000.0,6.80188656853814e-14,1335.8425794443274,30515.979420624873,0.0,1.0470048494973487e+23,1.2817458244957979e+23,15485453.87529033,4.851112327252074e+22,1.1081877926599923e+24,0.0,1.5321160822225562e+23,1.2363623751095722e+24,15485453.87529033,7300,8300.0
7400.000000000001,1000.0,6.619293923254125e-14,1345.4028636571068,30515.979420624863,0.0,1.0675597107718209e+23,1.2892482002573872e+23,15157962.985810662,4.885830499370784e+22,1.1081877926599918e+24,0.0,1.5561427607088993e+23,1.2371126126857304e+24,15157962.985810662,7400,8400.0
7500.000000000001,1000.0,6.443956181998149e-14,1354.9018649252805,30515.97942062487,0.0,1.0882058602744922e+23,1.2966592877907783e+23,14841271.03218209,4.920326122476156e+22,1.108187792659992e+24,0.0,1.580238472522108e+23,1.23785372143907e+24,14841271.03218209,7500,8500.0
7600.000000000008,1000.000000000001,6.27549403111835e-14,1364.3407854372267,30515.97942062489,0.0,1.1089416419007005e+23,1.3039807432006348e+23,14534889.726927577,4.9546035623152895e+22,1.108187792659993e+24,0.0,1.6044019981322296e+23,1.2385858669800564e+24,14534889.726927577,7600,8600.00000000001
7700.0000000000155,1000.000000000002,6.113552626705966e-14,1373.720788336711,30515.97942062489,0.0,1.1297654393639407e+23,1.3112141827734588e+23,14238358.895424562,4.9886670428447655e+22,1.108187792659993e+24,0.0,1.628632143648417e+23,1.2393092109373388e+24,14238358.895424562,7700,8700.000000000018
7800.000000000007,1000.0,5.957799724480527e-14,1383.0429994801334,30515.97942062486,0.0,1.1506756750063185e+23,1.3183611841671399e+23,13951244.512537437,5.022520652612105e+22,1.1081877926599918e+24,0.0,1.652927740267529e+23,1.2400239110767057e+24,13951244.512537437,7800,8800.000000000007
7900.000000000007,1000.0,5.807923974321347e-14,1392.3085090932523,30515.979420624848,0.0,1.1716708086513987e+23,1.325423287558122e+23,13673136.900022496,5.0561683507721456e+22,1.1081877926599914e+24,0.0,1.6772876437286133e+23,1.2407301214158036e+24,13673136.900022496,7900,8900.000000000007
8000.00000000002,1000.000000000001,5.6636333630843076e-14,1401.518373334304,30515.979420624873,0.0,1.1927493364976817e+23,1.3324019967479048e+23,13403649.069646917,5.089613972763526e+22,1.1081877926599923e+24,0.0,1.7017107337740343e+23,1.2414279923347829e+24,13403649.069646917,8000,9000.000000000022
8100.000000000013,1000.000000000001,5.524653791150661e-14,1410.6736157699147,30515.979420624884,0.0,1.2139097900510504e+23,1.3392987802305965e+23,13142415.198548965,5.122861235668445e+22,1.1081877926599927e+24,0.0,1.7261959136178948e+23,1.2421176706830525e+24,13142415.198548965,8100,9100.000000000015
8199.999999999993,999.999999999999,5.390727769741143e-14,1419.7752287697053,30515.979420624844,0.0,1.2351507350946138e+23,1.3461150722230882e+23,12889089.224763462,5.155913743277185e+22,1.1081877926599912e+24,0.0,1.7507421094223323e+23,1.2427992998823e+24,12889089.224763462,8200,9199.99999999999
8299.999999999989,999.999999999999,5.261613227426277e-14,1428.82417482497,30515.97942062485,0.0,1.256470770694393e+23,1.3528522736593697e+23,12643343.552074872,5.188774990876878e+22,1.1081877926599915e+24,0.0,1.7753482697820807e+23,1.2434730200259285e+24,12643343.552074872,8300,9299.999999999987
8400.000000000007,1000.000000000001,5.137082415495987e-14,1437.82138779644,30515.97942062488,0.0,1.2778685282394151e+23,1.3595117531504156e+23,12404867.854458598,5.221448369782771e+22,1.1081877926599926e+24,0.0,1.8000133652176923e+23,1.2441389679750342e+24,12404867.854458598,8400,9400.00000000001
8499.999999999985,999.999999999998,5.0169209029397545e-14,1446.767774095744,30515.979420624823,0.0,1.2993426705148388e+23,1.366094847911047e+23,12173367.97134592,5.253937171628694e+22,1.1081877926599904e+24,0.0,1.8247363876777083e+23,1.244797277451095e+24,12173367.97134592,8500,9499.999999999984
8600.000000000022,1000.000000000002,4.900926652750067e-14,1455.664213804851,30515.979420624888,0.0,1.3208918908068303e+23,1.3726028646551283e+23,11948564.88581307,5.286244592432316e+22,1.1081877926599928e+24,0.0,1.849516350050062e+23,1.2454480791255058e+24,11948564.88581307,8600,9600.000000000024
8700.000000000004,1000.0,4.78890917211514e-14,1464.5115617373353,30515.97942062486,0.0,1.3425149120378084e+23,1.3790370804602072e+23,11730193.77856894,5.318373736449133e+22,1.1081877926599918e+24,0.0,1.8743522856827218e+23,1.2460915007060126e+24,11730193.77856894,8700,9700.000000000004
8800.000000000002,1000.0,4.6806887298217345e-14,1473.3106484452849,30515.97942062487,0.0,1.364210485931047e+23,1.3853987436030295e+23,11518003.151301488,5.350327619829052e+22,1.108187792659992e+24,0.0,1.8992432479139523e+23,1.246727667020295e+24,11518003.151301488,8800,9800.000000000002
8900.0,1000.0,4.576095634861699e-14,1482.062281175042,30515.97942062485,0.0,1.3859773922032906e+23,1.3916890743668483e+23,11311754.013560835,5.382109174087164e+22,1.1081877926599915e+24,0.0,1.924188309612007e+23,1.2473567000966764e+24,11311754.013560835,8900,9900.0
8999.999999999998,1000.0,4.47496957083206e-14,1490.7672447750604,30515.979420624848,0.0,1.4078144377844224e+23,1.3979092658217771e+23,11111219.127903644,5.413721249400631e+22,1.1081877926599914e+24,0.0,1.9491865627244856e+23,1.247978719242169e+24,11111219.127903644,9000,9999.999999999998
9100.000000000005,1000.000000000001,4.3771589812510025e-14,1499.4263025586997,30515.97942062489,0.0,1.4297204560630872e+23,1.4040604845791773e+23,10916182.30851716,5.445166617741918e+22,1.108187792659993e+24,0.0,1.974237117837279e+23,1.2485938411179106e+24,10916182.30851716,9100,10100.000000000007
9200.000000000007,1000.000000000001,4.282520501386997e-14,1508.0401971246906,30515.979420624877,0.0,1.4516943061572519e+23,1.4101438715210751e+23,10726437.768982979,5.4764479758583145e+22,1.1081877926599924e+24,0.0,1.9993391037430832e+23,1.2492021798121e+24,10726437.768982979,9200,10200.00000000001
9299.999999999993,999.999999999999,4.190918432621055e-14,1516.6096511378034,30515.97942062484,0.0,1.4737348722087864e+23,1.4161605425055976e+23,10541789.515234644,5.507567948106933e+22,1.1081877926599911e+24,0.0,2.0244916670194796e+23,1.2498038469105508e+24,10541789.515234644,9300,10299.99999999999
9399.999999999993,999.999999999999,4.102224255742378e-14,1525.1353680720222,30515.979420624837,0.0,1.4958410627011228e+23,1.4221115890493228e+23,10362050.780122224,5.5385290891535485e+22,1.108187792659991e+24,0.0,2.0496939716164776e+23,1.2503989515649232e+24,10362050.780122224,9400,10399.99999999999
9500.000000000025,1000.0000000000031,4.016316179915748e-14,1533.6180329184185,30515.979420624906,0.0,1.5180118097991075e+23,1.427998078987411e+23,10187043.496314753,5.569333886543237e+22,1.1081877926599935e+24,0.0,2.074945198453431e+23,1.2509876005587346e+24,10187043.496314753,9500,10500.00000000003
9600.0,1000.0,3.9330787243641134e-14,1542.058312859747,30515.979420624848,0.0,1.5402460687102146e+23,1.433821057112358e+23,10016597.804562418,5.599984763150171e+22,1.1081877926599914e+24,0.0,2.1002445450252318e+23,1.251569898371227e+24,10016597.804562418,9600,10600.0
9699.999999999998,1000.0,3.852402330081803e-14,1550.456857913706,30515.979420624848,0.0,1.562542817066381e+23,1.4395815457922533e+23,9850551.594598645,5.630484079513623e+22,1.1081877926599914e+24,0.0,2.1255912250177434e+23,1.2521459472392168e+24,9850551.594598645,9700,10699.999999999998
9799.999999999985,999.999999999999,3.774182999139895e-14,1558.8143015465228,30515.97942062485,0.0,1.5849010543255536e+23,1.4452805455691381e+23,9688750.07619948,5.660834136066198e+22,1.1081877926599915e+24,0.0,2.1509844679321734e+23,1.2527158472169054e+24,9688750.07619948,9800,10799.999999999984
9900.000000000005,1000.0,3.6983219593653183e-14,1567.1312612586341,30515.979420624855,0.0,1.6073198011923714e+23,1.4509190357383881e+23,9531045.378129018,5.69103717526073e+22,1.1081877926599916e+24,0.0,2.1764235187184443e+23,1.2532796962338304e+24,9531045.378129018,9900,10900.000000000005
10000.0,999.999999999999,3.62472535237396e-14,1575.4083391439199,30515.979420624844,0.0,1.6297980990571395e+23,1.4564979749096806e+23,9377296.17289225,5.721095383601145e+22,1.1081877926599912e+24,0.0,2.201907637417254e+23,1.2538375901509592e+24,9377296.17289225,10000,10999.999999999998
