H2,H2O,O2,H2_melt,H2O_melt,O2_melt,H2_mass_atm,H2O_mass_atm,O2_mass_atm,H2_mass_melt,H2O_mass_melt,O2_mass_melt,H2_mass_tot,H2O_mass_tot,O2_mass_tot,H2_fugacity,Total_Pressure
10099.99999999999,1000.0,3.553303943117308e-14,1583.646122423977,30515.979420624863,0.0,1.6523350094525498e+23,1.4620183015503305e+23,9227367.325391466,5.751010893582672e+22,1.1081877926599918e+24,0.0,2.227436098810817e+23,1.254389622815025e+24,9227367.325391466,10100,11099.99999999999
10200.00000000001,1000.0,3.4839728492636994e-14,1591.8451839587733,30515.979420624863,0.0,1.6749296135273973e+23,1.4674809345115495e+23,9081129.563740486,5.7807857855462856e+22,1.1081877926599918e+24,0.0,2.253008192082026e+23,1.2549358861111466e+24,9081129.563740486,10200,11200.00000000001
10299.999999999995,1000.000000000001,3.4166512888811177e-14,1600.0060827349168,30515.979420624863,0.0,1.6975810115366906e+23,1.472886773538315e+23,8938459.170633985,5.81042208945185e+22,1.1081877926599918e+24,0.0,2.2786232204818758e+23,1.2554764700138233e+24,8938459.170633985,10300,11299.999999999996
10400.00000000001,1000.0,3.351262345020311e-14,1608.1293643328042,30515.979420624873,0.0,1.7202883223476614e+23,1.4782366997634096e+23,8799237.693799596,5.839921786574579e+22,1.1081877926599923e+24,0.0,2.3042805010051194e+23,1.2560114626363332e+24,8799237.693799596,10400,11400.00000000001
10500.000000000005,1000.0,3.287732745917421e-14,1616.2155613736577,30515.979420624848,0.0,1.743050682960917e+23,1.4835315761862155e+23,8663351.67418089,5.869286811128438e+22,1.1081877926599914e+24,0.0,2.329979364073761e+23,1.256540950278613e+24,8663351.67418089,10500,11500.000000000005
10600.000000000004,1000.0,3.225992659642183e-14,1624.2651939475827,30515.979420624873,0.0,1.7658672480463994e+23,1.488772248136794e+23,8530692.390604457,5.898519051820646e+22,1.1081877926599923e+24,0.0,2.355719153228464e+23,1.2570650174736718e+24,8530692.390604457,10600,11600.000000000004
10700.000000000002,1000.0,3.165975502117179e-14,1632.278770023573,30515.979420624866,0.0,1.788737189493458e+23,1.4939595437257979e+23,8401155.61978526,5.9276203533406055e+22,1.1081877926599919e+24,0.0,2.3814992248275186e+23,1.2575837470325716e+24,8401155.61978526,10700,11700.000000000002
10799.999999999993,1000.0,3.1076177575222604e-14,1640.2567858424113,30515.979420624866,0.0,1.8116596959746203e+23,1.499094274280694e+23,8274641.410613313,5.9565925177867165e+22,1.1081877926599919e+24,0.0,2.407318947753292e+23,1.2580972200880612e+24,8274641.410613313,10800,11799.999999999993
10900.000000000004,1000.0,3.050858810179242e-14,1648.199726293312,30515.97942062485,0.0,1.8346339725225745e+23,1.5041772347688053e+23,8151053.87174658,5.985437306034163e+22,1.1081877926599915e+24,0.0,2.433177703125991e+23,1.258605516136872e+24,8151053.87174658,10900,11900.000000000004
11000.000000000007,1000.0,2.9956407870859124e-14,1656.1080652751434,30515.97942062487,0.0,1.8576592401198383e+23,1.5092092042076046e+23,8030300.971610451,6.014156439046683e+22,1.108187792659992e+24,0.0,2.4590748840245067e+23,1.2591087130807525e+24,8030300.971610451,11000,12000.000000000007
11100.000000000004,1000.0,2.9419084103351775e-14,1663.9822660429666,30515.979420624866,0.0,1.8807347353007675e+23,1.5141909460627366e+23,7912294.34997216,6.042751599135033e+22,1.1081877926599919e+24,0.0,2.4850098952142706e+23,1.2596068872662656e+24,7912294.34997216,11100,12100.000000000004
11200.00000000001,1000.0,2.8896088587164816e-14,1671.8227815406492,30515.97942062487,0.0,1.903859709765393e+23,1.5191232086341746e+23,7796949.140321614,6.071224431164868e+22,1.108187792659992e+24,0.0,2.5109821528818798e+23,1.2601001135234095e+24,7796949.140321614,11200,12200.00000000001
11300.000000000005,1000.0,2.8386916378525773e-14,1679.6300547201981,30515.979420624866,0.0,1.927033430004703e+23,1.524006725430925e+23,7684183.8023481835,6.0995765437163995e+22,1.1081877926599919e+24,0.0,2.5369910843763432e+23,1.2605884652030843e+24,7684183.8023481835,11300,12300.000000000005
11400.000000000004,1000.000000000001,2.7891084582748327e-14,1687.4045188484708,30515.979420624863,0.0,1.9502551769370068e+23,1.5288422155346838e+23,7573919.963853766,6.127809510198222e+22,1.1081877926599918e+24,0.0,2.563036127956829e+23,1.26107201421346e+24,7573919.963853766,11400,12400.000000000005
11500.000000000004,1000.0,2.7408131208876805e-14,1695.1465978018873,30515.979420624855,0.0,1.973524245554946e+23,1.5336303839528054e+23,7466082.271493292,6.155924869917553e+22,1.1081877926599916e+24,0.0,2.5891167325467015e+23,1.2615508310552723e+24,7466082.271493292,11500,12500.000000000004
11599.99999999999,999.999999999999,2.6937614093147778e-14,1702.8567063496666,30515.97942062485,0.0,1.9968399445828333e+23,1.5383719219609763e+23,7360598.249776963,6.183924129108815e+22,1.1081877926599915e+24,0.0,2.615232357493715e+23,1.2620249848560892e+24,7360598.249776963,11600,12599.999999999989
11699.999999999989,999.999999999999,2.647910988658011e-14,1710.5352504261803,30515.97942062484,0.0,2.0202015961439602e+23,1.5430675074359102e+23,7257398.167808525,6.211808761922674e+22,1.1081877926599911e+24,0.0,2.6413824723362276e+23,1.262494543403582e+24,7257398.167808525,11700,12699.999999999987
11799.99999999999,1000.000000000002,2.6032213102369974e-14,1718.1826273928962,30515.97942062489,0.0,2.0436085354375116e+23,1.547717805178423e+23,7156414.913273975,6.239580211377303e+22,1.108187792659993e+24,0.0,2.6675665565752417e+23,1.2629595731778354e+24,7156414.913273975,11800,12799.999999999993
11900.000000000007,1000.0,2.5596535219080256e-14,1725.799226290406,30515.97942062487,0.0,2.0670601104248077e+23,1.5523234672271932e+23,7057583.873226125,6.267239890273609e+22,1.108187792659992e+24,0.0,2.6937840994521686e+23,1.2634201393827114e+24,7057583.873226125,11900,12900.000000000007
12000.000000000007,1000.000000000001,2.5171703835930346e-14,1733.385428080991,30515.979420624884,0.0,2.0905556815244974e+23,1.556885133163566e+23,6960842.821246975,6.2947891820761195e+22,1.1081877926599927e+24,0.0,2.7200345997321093e+23,1.2638763059763494e+24,6960842.821246975,12000,13000.00000000001
12099.999999999993,1000.000000000001,2.4757361876743145e-14,1740.9416058821685,30515.979420624884,0.0,2.1140946213165067e+23,1.5614034304076145e+23,6866131.810593101,6.322229441761094e+22,1.1081877926599927e+24,0.0,2.746317565492616e+23,1.2643281357007542e+24,6866131.810593101,12100,13099.999999999995
12200.000000000005,1000.0,2.4353166839384385e-14,1748.468125191607,30515.979420624855,0.0,2.137676314254349e+23,1.5658789745058376e+23,6773393.072963048,6.34956199663332e+22,1.1081877926599916e+24,0.0,2.772632513917681e+23,1.2647756901105755e+24,6773393.072963048,12200,13200.000000000005
12300.000000000004,1000.0,2.3958790087738498e-14,1755.9653441037972,30515.979420624863,0.0,2.1613001563855424e+23,1.570312369410705e+23,6682570.9225449385,6.37678814711294e+22,1.1081877926599918e+24,0.0,2.7989789710968365e+23,1.2652190296010624e+24,6682570.9225449385,12300,13300.000000000004
12399.999999999989,1000.0,2.3573916183493533e-14,1763.4336135188744,30515.979420624863,0.0,2.1849655550799514e+23,1.5747042077523543e+23,6593611.665029793,6.403909167493792e+22,1.1081877926599918e+24,0.0,2.8253564718293306e+23,1.265658213435227e+24,6593611.665029793,12400,13399.999999999989
12499.999999999995,1000.0,2.319824225519336e-14,1770.8732773438974,30515.979420624863,0.0,2.208671928765694e+23,1.5790550711026755e+23,6506463.511294259,6.430926306674363e+22,1.1081877926599918e+24,0.0,2.8517645594331303e+23,1.2660932997702593e+24,6506463.511294259,12500,13499.999999999995
12599.999999999989,1000.000000000002,2.2831477402204375e-14,1778.284672686948,30515.9794206249,0.0,2.2324187066723852e+23,1.5833655302320442e+23,6421076.4954789,6.457840788862651e+22,1.1081877926599933e+24,0.0,2.8782027855586505e+23,1.2665243456831977e+24,6421076.4954789,12600,13599.99999999999
12700.000000000011,1000.0,2.2473342131402772e-14,1785.6681300443372,30515.97942062487,0.0,2.2562053285815706e+23,1.5876361453589277e+23,6337402.397204211,6.4846538142560104e+22,1.108187792659992e+24,0.0,2.9046707100071716e+23,1.266951407195885e+24,6337402.397204211,12700,13700.000000000011
12800.000000000013,999.999999999999,2.2123567824547962e-14,1793.0239734812294,30515.979420624833,0.0,2.2800312445839453e+23,1.591867466392614e+23,6255394.667685024,6.511366559697084e+22,1.1081877926599908e+24,0.0,2.9311679005536537e+23,1.2673745392992522e+24,6255394.667685024,12800,13800.000000000011
12899.999999999995,1000.0,2.178189623444482e-14,1800.3525208059712,30515.979420624866,0.0,2.3038959148433553e+23,1.5960600331692623e+23,6175008.359518813,6.537980179306884e+22,1.1081877926599919e+24,0.0,2.9576939327740438e+23,1.267793795976918e+24,6175008.359518813,12900,13899.999999999995
13000.000000000005,999.999999999999,2.1448079008129923e-14,1807.6540837383711,30515.979420624844,0.0,2.327798809367192e+23,1.60021437568149e+23,6096200.05993795,6.564495805095895e+22,1.1081877926599912e+24,0.0,2.9842483898767817e+23,1.2682092302281403e+24,6096200.05993795,13000,14000.000000000004
13100.000000000005,1000.0,2.1121877235440572e-14,1814.9289680721947,30515.979420624863,0.0,2.3517394077830155e+23,1.604331014301729e+23,6018927.827330552,6.5909145475541755e+22,1.1081877926599918e+24,0.0,3.010830862538433e+23,1.2686208940901647e+24,6018927.827330552,13100,14100.000000000005
13199.99999999999,1000.000000000001,2.0803061021430093e-14,1822.1774738321242,30515.97942062488,0.0,2.3757171991212963e+23,1.608410459999507e+23,5943151.130845208,6.617237496221359e+22,1.1081877926599926e+24,0.0,3.037440948743432e+23,1.2690288386599432e+24,5943151.130845208,13200,14199.999999999993
13300.0,1000.0,2.049140908120278e-14,1829.399895425412,30515.979420624863,0.0,2.399731681603989e+23,1.612453214552878e+23,5868830.7929080585,6.643465720237384e+22,1.1081877926599918e+24,0.0,3.0640782536277275e+23,1.2694331141152796e+24,5868830.7929080585,13300,14300.0
13399.999999999989,1000.0,2.01867083558363e-14,1836.596521788416,30515.979420624866,0.0,2.423782362438749e+23,1.616459770754177e+23,5795928.934491449,6.669600268874633e+22,1.1081877926599919e+24,0.0,3.0907423893262124e+23,1.2698337697354097e+24,5795928.934491449,13400,14399.999999999989
13500.000000000013,1000.0,1.98887536481424e-14,1843.7676365282755,30515.979420624848,0.0,2.4478687576187354e+23,1.620430612610259e+23,5724408.922981842,6.695642172052432e+22,1.1081877926599914e+24,0.0,3.117432974823979e+23,1.2702308539210172e+24,5724408.922981842,13500,14500.000000000013
13600.000000000011,1000.0,1.9597347277108315e-14,1850.9135180598767,30515.979420624855,0.0,2.471990391727643e+23,1.624366215537413e+23,5654235.32250657,6.721592440834441e+22,1.1081877926599916e+24,0.0,3.144149635811087e+23,1.270624414213733e+24,5654235.32250657,13600,14600.000000000011
13699.999999999996,1000.0,1.9312298749927787e-14,1858.0344397383378,30515.979420624866,0.0,2.4961467977499964e+23,1.628267046551117e+23,5585373.846585221,6.7474520679097735e+22,1.1081877926599919e+24,0.0,3.1708920045409735e+23,1.2710144973151036e+24,5585373.846585221,13700,14699.999999999996
13800.000000000013,1000.0,1.9033424450608867e-14,1865.130669987159,30515.979420624848,0.0,2.5203375168864026e+23,1.6321335644507776e+23,5517791.312981564,6.773222028058369e+22,1.1081877926599914e+24,0.0,3.197659719692239e+23,1.2714011491050693e+24,5517791.312981564,13800,14800.000000000013
13899.999999999996,1000.0,1.8760547344205587e-14,1872.2024724222206,30515.97942062486,0.0,2.5445620983736248e+23,1.6359662199996126e+23,5451455.600638,6.798903278601294e+22,1.1081877926599918e+24,0.0,3.224452426233754e+23,1.271784414659953e+24,5451455.600638,13900,14899.999999999996
14000.000000000005,1000.0,1.849349669578542e-14,1879.250105971809,30515.97942062486,0.0,2.568820099309461e+23,1.6397654560998408e+23,5386335.608582715,6.824496759836625e+22,1.1081877926599918e+24,0.0,3.2512697752931234e+23,1.272164338269976e+24,5386335.608582715,14000,15000.000000000005
14099.999999999993,1000.000000000001,1.8232107803299522e-14,1886.2738249928,30515.979420624873,0.0,2.5931110844820668e+23,1.6435317079632953e+23,5322401.216705721,6.850003395461353e+22,1.1081877926599923e+24,0.0,3.278111424028202e+23,1.272540963456322e+24,5322401.216705721,14100,15099.999999999995
14200.000000000007,1000.0,1.7976221743572484e-14,1893.2738793831734,30515.97942062486,0.0,2.6174346262038084e+23,1.6472654032776183e+23,5259623.248305574,6.875424092979994e+22,1.1081877926599918e+24,0.0,3.304977035501808e+23,1.2729143329877536e+24,5259623.248305574,14200,15200.000000000007
14299.999999999987,1000.0,1.7725685130685933e-14,1900.2505146909589,30515.979420624848,0.0,2.6417903041493127e+23,1.65096696236817e+23,5197973.434316445,6.900759744100217e+22,1.1081877926599914e+24,0.0,3.3318662785593345e+23,1.2732844888968084e+24,5197973.434316445,14300,15299.999999999987
14399.999999999989,1000.0,1.748034988606279e-14,1907.2039722198206,30515.979420624855,0.0,2.66617770519778e+23,1.654636798355765e+23,5137424.379127182,6.926011225116278e+22,1.1081877926599916e+24,0.0,3.358778827709408e+23,1.273651472495568e+24,5137424.379127182,14400,15399.999999999989
14500.000000000013,1000.000000000001,1.7240073019614522e-14,1914.1344891313222,30515.97942062487,0.0,2.690596423279239e+23,1.6582753173103758e+23,5077949.527912468,6.951179397280397e+22,1.108187792659992e+24,0.0,3.385714363007279e+23,1.2740153243910296e+24,5077949.527912468,14500,15500.000000000015
14600.000000000002,1000.000000000001,1.7004716421345276e-14,1921.0422985440623,30515.979420624866,0.0,2.7150460592247648e+23,1.6618829184009093e+23,5019523.13539883,6.976265107162763e+22,1.1081877926599919e+24,0.0,3.412672569941041e+23,1.2743760845000828e+24,5019523.13539883,14600,15600.000000000004
14700.000000000013,999.999999999999,1.6774146662843972e-14,1927.9276296297844,30515.979420624837,0.0,2.7395262206205354e+23,1.665459994041202e+23,4962120.235992607,7.001269187000562e+22,1.108187792659991e+24,0.0,3.439653139320591e+23,1.274733792064111e+24,4962120.235992607,14700,15700.000000000011
14800.000000000004,1000.0,1.654823480813524e-14,1934.7907077065363,30515.97942062485,0.0,2.764036521665487e+23,1.669006930032311e+23,4905716.615202656,7.026192455036287e+22,1.1081877926599915e+24,0.0,3.4666557671691155e+23,1.2750884856632227e+24,4905716.615202656,14800,15800.000000000004
14900.0,1000.0,1.6326856233385704e-14,1941.6317543290465,30515.979420624866,0.0,2.788576583032651e+23,1.6725241057012083e+23,4850288.782292734,7.051035715845932e+22,1.1081877926599919e+24,0.0,3.493680154617244e+23,1.2754402032301127e+24,4850288.782292734,14900,15900.0
15000.000000000004,999.999999999999,1.610989045499537e-14,1948.4509873763707,30515.979420624844,0.0,2.813146031733892e+23,1.67601189403603e+23,4795813.944102782,7.0757997606572896e+22,1.1081877926599912e+24,0.0,3.520726007799621e+23,1.275788982063594e+24,4795813.944102782,15000,16000.000000000002
15100.00000000001,1000.0,1.589722096563289e-14,1955.2486211369342,30515.97942062486,0.0,2.8377445009880535e+23,1.6794706618179317e+23,4742269.979982325,7.100485367658777e+22,1.1081877926599918e+24,0.0,3.547793037753931e+23,1.276134858841785e+24,4742269.979982325,15100,16100.00000000001
15200.000000000002,999.999999999999,1.5688735077795873e-14,1962.024866391057,30515.979420624844,0.0,2.862371630092386e+23,1.6829007697496584e+23,4689635.4177811,7.125093302299124e+22,1.1081877926599912e+24,0.0,3.574880960322299e+23,1.2764778696349572e+24,4689635.4177811,15200,16200.0
15299.999999999987,1000.000000000002,1.548432377450545e-14,1968.7799304910493,30515.979420624895,0.0,2.887027064297144e+23,1.68630257258096e+23,4637889.410846086,7.149624317578246e+22,1.1081877926599931e+24,0.0,3.6019894960549684e+23,1.276818049918089e+24,4637889.410846086,15300,16299.999999999989
15399.999999999985,1000.0,1.5283881566764912e-14,1975.5140174389787,30515.97942062487,0.0,2.9117104546832977e+23,1.6896764192308667e+23,4587011.715976377,7.174079154329651e+22,1.108187792659992e+24,0.0,3.629118370116263e+23,1.2771554345830788e+24,4587011.715976377,15400,16399.999999999985
15500.000000000013,1000.0,1.5087306357435875e-14,1982.2273279621645,30515.979420624863,0.0,2.9364214580432037e+23,1.693022652907031e+23,4536982.672290389,7.1984585414946e+22,1.1081877926599918e+24,0.0,3.6562673121926634e+23,1.277490057950695e+24,4536982.672290389,15500,16500.000000000015
15599.999999999984,1000.0,1.4894499311201375e-14,1988.9200595864938,30515.97942062486,0.0,2.961159736764214e+23,1.696341611222075e+23,4487783.180961475,7.222763196388352e+22,1.1081877926599918e+24,0.0,3.683436056403049e+23,1.2778219537821992e+24,4487783.180961475,15600,16599.999999999985
15700.000000000011,999.999999999999,1.4705364730309304e-14,1995.592406707674,30515.979420624833,0.0,2.9859249587151927e+23,1.6996336263071653e+23,4439394.685781626,7.246993824958918e+22,1.1081877926599908e+24,0.0,3.710624341211085e+23,1.2781511552907075e+24,4439394.685781626,15700,16700.00000000001
15799.999999999984,1000.0,1.4519809935803424e-14,2002.2445606603944,30515.979420624848,0.0,3.0107167971356125e+23,1.7028990249228e+23,4391799.154514123,7.271151122038222e+22,1.1081877926599914e+24,0.0,3.737831909339435e+23,1.2784776951522714e+24,4391799.154514123,15800,16799.999999999985
15900.000000000011,999.999999999999,1.4337745153965193e-14,2008.8767097856032,30515.979420624855,0.0,3.0355349305275554e+23,1.7061381285669266e+23,4344979.060998018,7.295235771586418e+22,1.1081877926599916e+24,0.0,3.765058507686197e+23,1.2788016055166844e+24,4344979.060998018,15900,16900.00000000001
16000.00000000001,1000.0,1.4159083407710764e-14,2015.4890394958186,30515.979420624863,0.0,3.060379042550076e+23,1.7093512535804674e+23,4298917.367970701,7.319248446929065e+22,1.1081877926599918e+24,0.0,3.7923038872429826e+23,1.2791229180180385e+24,4298917.367970701,16000,17000.000000000007
16100.000000000011,1000.0,1.3983740412692238e-14,2022.081732338685,30515.979420624863,0.0,3.085248821916306e+23,1.7125387112503002e+23,4253597.510574039,7.343189810987935e+22,1.1081877926599918e+24,0.0,3.8195678030150995e+23,1.2794416637850219e+24,4253597.510574039,16100,17100.00000000001
16199.999999999993,1000.0,1.3811634477876704e-14,2028.6549680587107,30515.97942062487,0.0,3.110143962292867e+23,1.7157008079097957e+23,4209003.380514208,7.367060516505208e+22,1.108187792659992e+24,0.0,3.846850013943388e+23,1.2797578734509715e+24,4209003.380514208,16200,17199.999999999993
16300.000000000011,999.999999999999,1.3642686410380348e-14,2035.2089236573486,30515.979420624833,0.0,3.1350641622017714e+23,1.718837845036959e+23,4165119.310844545,7.390861206261661e+22,1.1081877926599908e+24,0.0,3.874150282827937e+23,1.2800715771636868e+24,4165119.310844545,16300,17300.00000000001
16400.000000000004,1000.0,1.3476819424352854e-14,2041.7437734513755,30515.979420624863,0.0,3.160009124924546e+23,1.721950119350244e+23,4121930.061343809,7.41459251328867e+22,1.1081877926599918e+24,0.0,3.9014683762534134e+23,1.280382804595016e+24,4121930.061343809,16400,17400.000000000004
16500.000000000015,1000.0,1.3313959053715215e-14,2048.2596891297394,30515.97942062486,0.0,3.1849785584087476e+23,1.7250379229021072e+23,4079420.80446292,7.438255061074649e+22,1.1081877926599918e+24,0.0,3.9288040645162125e+23,1.2806915849502026e+24,4079420.80446292,16500,17500.000000000015
16599.999999999996,1000.000000000001,1.3154033068565743e-14,2054.756839808816,30515.979420624866,0.0,3.209972175176539e+23,1.7281015431703735e+23,4037577.11181463,7.461849463765716e+22,1.1081877926599919e+24,0.0,3.95615712155311e+23,1.280997946977029e+24,4037577.11181463,16600,17599.999999999996
16700.0,1000.0,1.2996971395080404e-14,2061.235392086224,30515.979420624848,0.0,3.234989692235525e+23,1.7311412631474496e+23,3996384.9411825943,7.485376326361122e+22,1.1081877926599914e+24,0.0,3.9835273248716375e+23,1.2813019189747364e+24,3996384.9411825943,16700,17700.0
16800.00000000002,1000.0,1.284270603873991e-14,2067.695510093149,30515.979420624848,0.0,3.2600308309915687e+23,1.7341573614274737e+23,3955830.6240262906,7.508836244903271e+22,1.1081877926599914e+24,0.0,4.010914455481896e+23,1.2816035288027388e+24,3955830.6240262906,16800,17800.00000000002
16900.000000000015,1000.0,1.2691171010727806e-14,2074.1373555453188,30515.97942062485,0.0,3.2850953171636816e+23,1.7371501122914213e+23,3915900.853460562,7.532229806662825e+22,1.1081877926599915e+24,0.0,4.038318297829964e+23,1.2819028038891336e+24,3915900.853460562,16900,17900.000000000015
17000.000000000007,1000.0,1.2542302257349331e-14,2080.561087792606,30515.97942062486,0.0,3.310182880700903e+23,1.7401197857902604e+23,3876582.672688564,7.55555759031885e+22,1.1081877926599918e+24,0.0,4.065738639732788e+23,1.282199771239018e+24,3876582.672688564,17000,18000.000000000007
17100.000000000007,999.999999999999,1.2396037592332532e-14,2086.966863867347,30515.979420624837,0.0,3.3352932557010437e+23,1.7430666478261798e+23,3837863.46386925,7.578820166134271e+22,1.108187792659991e+24,0.0,4.0931752723144705e+23,1.282494457442609e+24,3837863.46386925,17100,18100.000000000007
17199.999999999993,1000.0,1.2252316631875213e-14,2093.354838531366,30515.97942062487,0.0,3.36042618033132e+23,1.7459909602319634e+23,3799730.937399814,7.602018096126656e+22,1.108187792659992e+24,0.0,4.120627989943986e+23,1.2827868886831884e+24,3799730.937399814,17200,18199.999999999993
17299.999999999985,1000.0,1.2111080732313026e-14,2099.725164321812,30515.979420624855,0.0,3.385581396750815e+23,1.748892980848528e+23,3762173.121595944,7.62515193423466e+22,1.1081877926599916e+24,0.0,4.148096590174281e+23,1.2830770907448445e+24,3762173.121595944,17300,18299.999999999985
17399.99999999999,1000.000000000002,1.1972272930287945e-14,2106.077991595788,30515.97942062488,0.0,3.4107586510346804e+23,1.7517729636007246e+23,3725178.352752705,7.648222226480104e+22,1.1081877926599926e+24,0.0,4.1755808736826905e+23,1.283365089020065e+24,3725178.352752705,17400,18399.999999999993
17500.0,1000.0,1.1835837885302726e-14,2112.4134685738422,30515.979420624848,0.0,3.435957693100087e+23,1.7546311585713843e+23,3688735.265569887,7.671229511125907e+22,1.1081877926599914e+24,0.0,4.2030806442126777e+23,1.28365090851713e+24,3688735.265569887,17500,18500.0
17599.999999999985,1000.0,1.170172182455443e-14,2118.7317413823503,30515.979420624855,0.0,3.4611782766337954e+23,1.7574678120737333e+23,3652832.783926759,7.694174318830005e+22,1.1081877926599916e+24,0.0,4.230595708516796e+23,1.2839345738673648e+24,3652832.783926759,17600,18599.999999999985
17699.99999999999,1000.0,1.1569872489942062e-14,2125.0329540948183,30515.979420624866,0.0,3.486420159021458e+23,1.7602831667221342e+23,3617460.1119910222,7.717057172795333e+22,1.1081877926599919e+24,0.0,4.258125876300991e+23,1.2842161093322053e+24,3617460.1119910222,17700,18699.99999999999
17799.999999999985,1000.000000000001,1.1440239087154338e-14,2131.317248772137,30515.979420624884,0.0,3.51168310127839e+23,1.7630774615012626e+23,3582606.7256490146,7.739878588916016e+22,1.1081877926599927e+24,0.0,4.2856709601699914e+23,1.284495538810119e+24,3582606.7256490146,17800,18799.999999999985
17900.000000000007,1000.000000000001,1.1312772236740293e-14,2137.584765501842,30515.97942062488,0.0,3.5369668679819876e+23,1.765850931833734e+23,3548262.3642425383,7.762639075919939e+22,1.1081877926599926e+24,0.0,4.313230775573981e+23,1.284772885843366e+24,3548262.3642425383,17900,18900.000000000007
18000.000000000015,1000.000000000001,1.1187423927080103e-14,2143.835642436368,30515.979420624888,0.0,3.562271227205562e+23,1.7686038096462226e+23,3514417.0226012473,7.78533913550767e+22,1.1081877926599928e+24,0.0,4.340805140756329e+23,1.285048173624615e+24,3514417.0226012473,18000,19000.000000000015
18100.0,1000.000000000001,1.1064147469167482e-14,2150.070015830381,30515.979420624884,0.0,3.587595950453731e+23,1.7713363234341126e+23,3481060.9433570346,7.807979262488028e+22,1.1081877926599927e+24,0.0,4.368393876702534e+23,1.285321425003404e+24,3481060.9433570346,18100,19100.0
18200.000000000015,999.999999999999,1.0942897453127503e-14,2156.2880200771706,30515.97942062484,0.0,3.612940812599189e+23,1.7740486983247207e+23,3448184.6095299358,7.830559944910244e+22,1.1081877926599911e+24,0.0,4.3959968070902134e+23,1.2855926624924632e+24,3448184.6095299358,18200,19200.000000000015
18300.00000000001,1000.0,1.0823629706393055e-14,2162.489787744147,30515.97942062486,0.0,3.638305591820838e+23,1.776741156139132e+23,3415778.737374156,7.85308166419287e+22,1.1081877926599918e+24,0.0,4.423613758240125e+23,1.285861908273905e+24,3415778.737374156,18300,19300.00000000001
18400.000000000015,1000.000000000002,1.0706301253467534e-14,2168.6754496074905,30515.979420624888,0.0,3.663690069543374e+23,1.77941391545266e+23,3383834.2694737045,7.875544895249602e+22,1.1081877926599928e+24,0.0,4.4512445590683347e+23,1.286129184205259e+24,3383834.2694737045,18400,19400.00000000002
18499.999999999996,1000.0,1.0590870277206606e-14,2174.845134685928,30515.97942062487,0.0,3.689094030378093e+23,1.7820671916539967e+23,3352342.368077897,7.897950106611947e+22,1.108187792659992e+24,0.0,4.478889041039288e+23,1.2863945118253918e+24,3352342.368077897,18500,19499.999999999996
18599.99999999999,1000.0,1.0477296081552634e-14,2180.998970273725,30515.979420624855,0.0,3.714517262065052e+23,1.7847011970030977e+23,3321294.4086668724,7.920297760549032e+22,1.1081877926599916e+24,0.0,4.506547038119955e+23,1.2866579123603013e+24,3321294.4086668724,18600,19599.99999999999
18699.99999999998,1000.000000000001,1.0365539055660673e-14,2187.137081972869,30515.979420624884,0.0,3.739959555416451e+23,1.7873161406877585e+23,3290681.9737382582,7.942588313184474e+22,1.1081877926599927e+24,0.0,4.534218386734898e+23,1.2869194067287687e+24,3290681.9737382582,18700,19699.99999999998
18799.99999999999,1000.000000000001,1.0255560639355983e-14,2193.2595937244787,30515.979420624877,0.0,3.765420704261267e+23,1.7899122288790075e+23,3260496.846805949,7.964822214610444e+22,1.1081877926599924e+24,0.0,4.561902925722311e+23,1.2871790155478933e+24,3260496.846805949,18800,19799.99999999999
18899.999999999985,1000.0,1.0147323289868606e-14,2199.366627839472,30515.979420624848,0.0,3.790900505391042e+23,1.7924896647852922e+23,3230731.0066032284,7.986999908999043e+22,1.1081877926599914e+24,0.0,4.589600496290946e+23,1.2874367591385207e+24,3230731.0066032284,18900,19899.999999999985
18999.999999999996,1000.000000000001,1.0040790449789367e-14,2205.458305028525,30515.979420624863,0.0,3.816398758506892e+23,1.7950486487055094e+23,3201376.6214816594,8.00912183471109e+22,1.1081877926599918e+24,0.0,4.6173109419780006e+23,1.2876926575305428e+24,3201376.6214816594,19000,19999.999999999996
19099.999999999985,1000.000000000001,9.935926516197378e-15,2211.534744431288,30515.979420624863,0.0,3.841915266167585e+23,1.7975893780808735e+23,3172426.043998471,8.031188424402223e+22,1.1081877926599918e+24,0.0,4.6450341086078075e+23,1.2879467304680792e+24,3172426.043998471,19100,20099.999999999985
19199.99999999998,1000.0,9.832696810910241e-15,2217.5960636449604,30515.97942062487,0.0,3.867449833738799e+23,1.8001120475457207e+23,3143871.805685127,8.053200105126675e+22,1.108187792659992e+24,0.0,4.6727698442514665e+23,1.288198997414564e+24,3143871.805685127,19200,20199.99999999998
19300.000000000004,1000.000000000002,9.731067551810714e-15,2223.6423787521653,30515.979420624903,0.0,3.893002269343383e+23,1.8026168489772065e+23,3115706.611990189,8.075157298438488e+22,1.1081877926599934e+24,0.0,4.700517999187232e+23,1.288449477557714e+24,3115706.611990189,19300,20300.000000000007
19400.00000000002,1000.000000000001,9.631005825204505e-15,2229.6738043482055,30515.97942062488,0.0,3.918572383812718e+23,1.8051039715439355e+23,3087923.337389471,8.097060420490508e+22,1.1081877926599926e+24,0.0,4.7282784258617694e+23,1.2886981898143862e+24,3087923.337389471,19400,20400.00000000002
