H2O,H2,O2,CO,CO2,CH4,fo2_shift,number_ocean_moles,ch_ratio,Tsurf,mantle_meltfrac
615.2850467019649,270.8416618920912,1.994618772307886e-11,71.24173753171081,62.392488416656,9.405934793999867,0.8649873113211113,3.397049509709018,0.941767167554285,1503.0227403142374,0.18659320521014933
874.991308295701,349.12935345764134,1.1626188276406777e-17,1.8272638649064137,4.505368441422766,276.34564349450653,1.3369129099106853,7.6290635652963985,0.9478849466797336,1101.3973141726503,0.6146108912568933
121.47846707015977,258.7482766809098,6.898270554641283e-15,11.4098475498052,2.782461860431909,59.63725841931286,-0.39141646329272195,3.326638721003537,0.8806399767503618,1341.4931267268735,0.5164118694647588
820.4900966812776,17.82519394959873,1.715873288089817e-06,4.846222088524943,62.973019275380246,1.2121571605041685e-05,3.3749789050492858,2.58289700310637,0.48200357963361096,1734.094438920672,0.7498500511060334
994.6647104257906,31.541676498239408,7.751680485892785e-10,5.335930934465698,71.53976318425774,0.0014263307193904213,3.1856715136645164,3.2058184205950564,0.44634003794400634,1445.2117205901645,0.5513788737801197
177.25616091708096,538.0298486013961,1.6120880321829922e-11,18.360045333847626,1.8812238826046168,12.593859909366591,-0.8853604552253227,6.575858741231188,0.26420055897015454,1653.4965393900982,0.855622117819236
20.57418298890538,460.80190822214354,1.3556824968723116e-18,0.0671007430376467,0.00199019613966895,67.0573584471498,-2.334007559219092,8.558444491760167,0.6497955956512919,1235.6899122141672,0.5052364608938364
752.9094443761454,831.4145485043399,1.4972595912643323e-08,53.26665290189361,11.466998953684913,3.616137517502583,-0.08523326831618316,9.165977623869756,0.2558702787790984,1904.3917260684984,0.4428142389060844
11.058043156744056,109.49317510282175,4.3233206904995133e-17,0.8780557454285396,0.05230716650107437,9.505477154900491,-1.674626483555012,1.8382813321009077,0.4455170733710456,1284.1208072555212,0.38631218224556285
862.6442209504937,45.43749689570805,1.5818664264445942e-07,22.617998718915363,125.4649588290359,0.0011754386317588841,2.616216591165224,2.652949155219061,0.9715991566263524,1704.1094930302336,0.8508032849439872
