,H2O,H2,O2,CO,CO2,CH4,N2,S2,H2S,SO2,SO,fO2_shift,C/H ratio,Number of ocean moles
0,1.283307514,94.9449665,6.51298E-16,55.66973149,0.291473054,157.4826231,0.000108425,1.66571E-08,0.045135625,5.10682E-11,7.00983E-10,-3.595612766,0.767506587,7.229570005
1,0.061056951,5.179113277,4.95475E-16,36.11344091,0.164918382,0.34852056,7.19619E-05,1.26819E-08,0.002148297,3.38987E-11,5.33482E-10,-3.704549853,0.451738359,1.199850484
2,0.432283538,1.824962685,2.00028E-13,129.3257233,11.86643101,0.007712703,0.299930724,5.11924E-06,0.015209122,2.74957E-07,2.15361E-07,-1.102216279,0.974906546,1.855331175
3,2.128810121,1.152434676,1.21647E-11,140.4697346,100.5133771,0.000428374,1.165042367,0.000311198,0.074882744,0.000130374,1.30945E-05,0.678065316,0.781031168,3.593153041
4,0.98505809,1.830381714,1.03253E-12,21.05775207,4.389880275,0.000556037,0.706581696,2.64205E-05,0.034654511,3.22436E-06,1.11158E-06,-0.385197211,0.129630587,2.615466121
5,4.574490911,119.23158,5.24765E-15,9.802774832,0.145687064,15.40666248,0.002425627,1.33385E-07,0.160395655,1.16437E-09,5.63059E-09,-2.68354632,0.164235709,9.708723859
6,7.59961588,11.79131672,1.48088E-12,71.1796334,17.77074266,0.065129753,0.743989054,3.78117E-05,0.267068584,5.53229E-06,1.59254E-06,-0.231527349,0.171381982,7.247301127
7,4.78498802,2.755680812,1.07489E-11,126.4793423,85.07305627,0.00234614,1.135689408,0.000274786,0.168257061,0.000108251,1.15664E-05,0.625248515,0.462389634,5.414776459
8,0.550022553,1.410883217,5.41802E-13,23.7497733,3.586488091,0.000514376,0.55952198,1.38656E-05,0.019351188,1.22569E-06,5.83321E-07,-0.66529066,0.180373595,1.999502738
9,1.44937143,3.54086957,5.97312E-13,34.92554042,5.537750638,0.004537552,0.571213418,1.52817E-05,0.050985154,1.4186E-06,6.42991E-07,-0.623524123,0.169339641,3.248904856
10,1.581560866,146.6013103,4.14914E-16,1.553476934,0.006491923,13.12686045,5.5109E-05,1.05789E-08,0.055540042,2.59269E-11,4.4588E-10,-3.786051857,0.157713965,9.410789894
11,0.646489023,14.43308628,7.15263E-15,203.9538255,3.538785974,4.023247385,0.003915749,1.83039E-07,0.022744604,1.85912E-09,7.70056E-09,-2.551879628,0.995379145,2.944425919
12,8.121601632,6.181149901,6.1547E-12,348.4369232,177.3442336,0.042975281,1.06890305,0.000157194,0.28545287,4.68808E-05,6.61971E-06,0.371316449,0.874523551,7.164290277
13,3.084586196,30.84230453,3.56584E-14,231.4809741,8.967799404,9.338718128,0.040208615,9.11733E-07,0.10847458,2.06855E-08,3.83736E-08,-1.856282179,0.637161996,5.697078173
14,6.063241355,2.431367878,2.21702E-11,33.00404221,31.88172486,0.000331851,1.15620343,0.000566555,0.213166574,0.000320599,2.3852E-05,0.944993447,0.132106538,6.010428184
15,5.141559975,51.16882255,3.59949E-14,94.95526312,3.695974943,10.49467079,0.039746965,9.19175E-07,0.180697381,2.09658E-08,3.87113E-08,-1.847869895,0.277204245,7.455068402
16,3.43048105,1.025036404,3.99295E-11,95.49640422,123.8007422,0.000127168,1.284062884,0.001021173,0.120652449,0.0007752,4.29748E-05,1.195001582,0.558028817,4.467634285
17,17.84856916,1.059569197,1.0116E-09,57.02261267,372.0845934,1.61198E-05,1.461822668,0.02576923,0.626508994,0.098657832,0.001086609,2.590465713,0.476456766,9.863876012
18,2.062790681,107.280383,1.31805E-15,41.56512313,0.309588208,105.526922,0.000311848,3.36867E-08,0.072526537,1.46971E-10,1.41812E-09,-3.287521003,0.553861321,7.910240528
19,16.37242355,1.778980569,3.01957E-10,71.98502984,256.6282425,0.000104996,1.402415168,0.007699104,0.574961246,0.01609668,0.000324497,2.06912139,0.384270487,9.544899654
20,7.961031788,34.75740914,1.87028E-13,336.9199826,29.89298097,7.537511947,0.273388664,4.77462E-06,0.279746212,2.48283E-07,2.01113E-07,-1.141442931,0.63216149,8.216649763
21,2.938368483,0.730563815,5.76711E-11,115.5589488,180.041315,6.50429E-05,1.322355372,0.001475089,0.103350966,0.001345668,6.20734E-05,1.351896565,0.806826271,4.110266968
22,5.936359621,0.46083104,5.91587E-10,36.39288948,181.5998606,2.54478E-06,1.452044313,0.01511569,0.208690641,0.044187927,0.000636416,2.365692187,0.420823549,5.700762895
23,5.428438047,3.201622181,1.02488E-11,149.6233237,98.27082396,0.003836746,1.130544871,0.000261955,0.190866806,0.000100776,1.10272E-05,0.603181071,0.508017357,5.775996158
24,1.202318898,21.33246986,1.13245E-14,154.1967383,3.366465856,5.280892774,0.007732198,2.89739E-07,0.042295264,3.70334E-09,1.21908E-08,-2.350816041,0.61631587,3.877218151
25,4.607714408,107.1495369,6.59254E-15,28.72482715,0.478490338,32.52903502,0.003426595,1.68029E-07,0.1617817,1.64178E-09,7.0833E-09,-2.58535088,0.259387088,9.045734179
26,2.036610477,38.38014511,1.00384E-14,178.543267,3.669993818,21.02247064,0.006464023,2.56744E-07,0.071631458,3.09019E-09,1.08044E-08,-2.405308112,0.614322525,5.236200371
27,1.369929817,12.33144183,4.39978E-14,50.70140155,2.181850143,0.294368704,0.05306824,1.12559E-06,0.048189375,2.83591E-08,4.73613E-08,-1.757061069,0.226454907,3.672522625
28,9.785572616,0.309590643,3.56171E-09,37.76328219,462.3689337,4.85708E-07,1.514440896,0.090491217,0.343034898,0.650927671,0.003820764,3.13481902,0.74151387,7.238351064
29,2.760211944,7.366851191,5.00476E-13,169.9497563,24.66616168,0.104412434,0.543411673,1.27994E-05,0.097078802,1.0878E-06,5.38647E-07,-0.706187535,0.555927631,4.53530581
30,1.720286339,0.228604048,2.01881E-10,30.77826604,89.71838906,9.06616E-07,1.406621373,0.005164724,0.060513841,0.008814341,0.000217315,1.902515615,0.432235401,3.09378225
31,3.822965724,0.048673636,2.19925E-08,5.099222009,155.1425882,6.52399E-10,1.572425535,0.519568714,0.129229763,9.630911986,0.022749754,3.937786284,0.380038875,4.485277554
32,0.475169114,50.84343477,3.11378E-16,2.381367544,0.008621052,2.793902755,3.58397E-05,7.96165E-09,0.016710277,1.68795E-11,3.35092E-10,-3.906819775,0.104965314,4.500677574
33,8.049227852,2.227772842,4.65402E-11,80.61912976,112.8345019,0.000469705,1.274775223,0.001188893,0.282936924,0.000974924,5.00614E-05,1.262265248,0.32595302,6.841585274
34,9.356239833,0.873764781,4.08767E-10,104.7972019,434.6873395,3.16928E-05,1.445369274,0.010438527,0.32882241,0.025372655,0.000439618,2.19321699,0.816285202,7.185487077
35,11.17096151,37.39061137,3.18213E-13,398.8239487,46.15616447,7.916018239,0.407791015,8.11568E-06,0.392348814,5.50746E-07,3.4201E-07,-0.913734189,0.652496011,9.473894978
36,2.470696605,17.07646911,7.46285E-14,126.370768,7.082530618,1.080313619,0.105014677,1.90858E-06,0.086896036,6.26369E-08,8.03202E-08,-1.530788028,0.404041898,4.779149692
37,4.263261289,27.80123941,8.38335E-14,40.34507125,2.396562581,0.862520493,0.110933373,2.14143E-06,0.149852263,7.45315E-08,9.01734E-08,-1.477402539,0.138564261,6.29581462
38,0.074961471,8.641942164,2.68235E-16,50.78396509,0.170637252,1.854603112,2.86671E-05,6.86554E-09,0.002637522,1.35028E-11,2.8881E-10,-3.971776608,0.546375557,1.469794998
39,8.7072785,27.57888186,3.55364E-13,65.15709785,7.96870973,0.665790622,0.382508016,9.06422E-06,0.30583631,6.49994E-07,3.81961E-07,-0.851423908,0.150790149,8.2878735
40,3.153945644,0.746712232,6.3601E-11,90.24674313,147.6566363,5.05319E-05,1.327199657,0.001626677,0.110930548,0.001558422,6.84542E-05,1.396508831,0.628593521,4.253030982
41,1.241608327,1.655780178,2.00459E-12,78.40448881,22.774212,0.001215886,0.881974168,5.12913E-05,0.043678931,8.72205E-06,2.15801E-06,-0.099860282,0.435746197,2.87220694
42,5.648009393,5.871078357,3.29926E-12,199.2047151,74.2331076,0.030275146,0.964968964,8.43149E-05,0.198571713,1.84052E-05,3.54959E-06,0.109888824,0.552609193,6.070373928
43,8.271496655,84.71903216,3.39835E-14,133.949259,5.065985268,41.76645236,0.036568159,8.66379E-07,0.290457318,1.92173E-08,3.65179E-08,-1.876818126,0.369717369,9.808453874
44,1.172105385,0.162353155,1.85812E-10,36.48942565,102.0454039,5.65081E-07,1.407208954,0.004754267,0.041233461,0.007783704,0.000200031,1.865855692,0.599968799,2.554545823
45,3.233275685,0.358381357,2.90173E-10,23.73624681,82.95257466,1.43329E-06,1.413098805,0.007420487,0.113712672,0.015186005,0.000312293,2.060520167,0.281337732,4.230018663
46,1.956989911,34.57074514,1.14241E-14,106.4159486,2.333496001,9.529558244,0.007813089,2.92178E-07,0.068830369,3.7516E-09,1.22957E-08,-2.345893411,0.39855462,5.015787453
47,0.461787599,1.451778529,3.607E-13,37.32692564,4.599224535,0.001049082,0.454595659,9.23115E-06,0.016247087,6.65801E-07,3.88346E-07,-0.842515012,0.293261939,1.863622447
48,3.351497013,3.86370894,2.68244E-12,179.0304875,60.1564116,0.013068621,0.935893048,6.85954E-05,0.117868905,1.34974E-05,2.88689E-06,0.021420957,0.624161939,4.694782716
49,11.94781766,2.07391326,1.1832E-10,152.7142715,340.7988469,0.000483605,1.366153967,0.003020072,0.419803948,0.003950366,0.00012722,1.656346575,0.666200296,8.233916507
50,14.83787803,2.472085525,1.28434E-10,158.6782172,368.9318178,0.000685274,1.368590145,0.003276051,0.521178013,0.004466061,0.000138049,1.690592559,0.639415292,9.171618123
51,0.858910813,0.232894382,4.84886E-11,52.96625565,75.66740228,3.30413E-06,1.308688666,0.001240832,0.030217792,0.001037689,5.22028E-05,1.282798291,0.653422512,2.222703014
52,0.92218743,0.168977749,1.0618E-10,35.88695002,75.86591863,7.96406E-07,1.369270806,0.002717042,0.032443293,0.003362484,0.000114311,1.62381607,0.547173719,2.279470667
53,13.93632465,0.189458461,1.92899E-08,24.69178131,703.5697602,5.11063E-08,1.545603233,0.461016931,0.473826895,7.957187983,0.020069719,3.859690134,0.894959886,8.580662847
54,0.078397888,3.603839863,1.6871E-15,17.25235037,0.145380997,0.043688665,0.00045175,4.31816E-08,0.00275843,2.1299E-10,1.81651E-09,-3.171670939,0.233416419,1.161078564
55,10.60159684,15.88115991,1.58869E-12,443.0777576,114.574906,0.710041501,0.825954076,4.05395E-05,0.372450767,6.1454E-06,1.70796E-06,-0.21848419,0.818146611,8.552547769
56,1.262367915,0.036130458,4.35198E-09,11.81411502,159.8947356,1.87225E-09,1.528900136,0.110570275,0.044252716,0.879178038,0.004668531,3.23421316,0.715278839,2.591370227
57,1.183503184,0.466356097,2.29597E-11,42.92937881,42.20140116,1.56051E-05,1.229127619,0.000587496,0.041635845,0.000338095,2.47174E-05,0.959700911,0.372452465,2.64251218
58,9.074942444,0.158861269,1.16336E-08,26.05044649,576.449832,4.88151E-08,1.540404655,0.288281379,0.314176421,3.794833107,0.012324881,3.64502924,0.921795996,6.932706347
59,9.872202958,2.803105059,4.42192E-11,281.2475126,383.6930073,0.002661467,1.295239019,0.001129155,0.346947163,0.000902732,4.75554E-05,1.222669053,0.985204217,7.586891202
60,1.747156642,36.31469981,8.25203E-15,206.2937963,3.84464325,23.9844693,0.004837758,2.11082E-07,0.06145472,2.30333E-09,8.88226E-09,-2.491457815,0.729159619,4.950463554
61,2.949665814,2.254745531,6.10116E-12,163.6151101,82.91234206,0.002696942,1.071168529,0.000156042,0.103744638,4.63025E-05,6.56666E-06,0.378103159,0.682664677,4.301974649
62,4.29451071,1.157891599,4.90403E-11,117.0573394,168.176353,0.00017948,1.303577318,0.001253928,0.151025897,0.00105502,5.27753E-05,1.28180561,0.646284276,4.985216621
63,0.848169446,0.298380552,2.88062E-11,57.57708459,63.39898061,7.64904E-06,1.259715273,0.000737161,0.029840001,0.000475158,3.10129E-05,1.056925016,0.620464002,2.226771986
64,4.549162885,38.43149296,4.99517E-14,342.5491047,15.70679451,18.12932069,0.063369213,1.27657E-06,0.159940192,3.42882E-08,5.37423E-08,-1.714870521,0.790995237,6.805728336
65,12.09568187,0.211869904,1.16194E-08,26.83464253,593.4407893,8.94956E-08,1.5365161,0.287750992,0.418624797,3.786720644,0.012306034,3.643731878,0.822847589,8.007077398
66,1.161413365,31.62664104,4.80761E-15,87.37201971,1.242872615,10.09422957,0.002163218,1.22996E-07,0.040854984,1.02434E-09,5.1752E-09,-2.720929687,0.408882151,4.209014516
67,6.163044607,0.167207043,4.84332E-09,17.16277124,245.0465837,5.52185E-08,1.517613252,0.122774014,0.215801798,1.031020733,0.005189704,3.277154935,0.495459394,5.731952809
68,0.239987824,0.024734002,3.35623E-10,4.273502549,16.06198743,1.1429E-09,1.415884422,0.008588126,0.008442885,0.018896072,0.000361321,2.127007007,0.198897261,1.147271162
69,11.73411869,32.88107542,4.54016E-13,164.7522307,22.7748886,2.117128802,0.476192729,1.1574E-05,0.412035106,9.38388E-07,4.87859E-07,-0.749587201,0.292203177,9.520262438
70,1.527604251,1.443573963,3.99214E-12,160.1644203,65.65357176,0.001337829,1.012562182,0.00010214,0.053738376,2.45118E-05,4.29753E-06,0.194741502,0.867201261,3.123662292
71,10.25623671,12.99347895,2.2212E-12,191.1630001,58.45032364,0.173428536,0.870009544,5.66827E-05,0.360327999,1.01598E-05,2.38801E-06,-0.061505321,0.384711779,8.311096218
72,0.935951915,0.023157472,5.82354E-09,11.38962577,178.3168275,6.41E-10,1.537801914,0.147415091,0.032749856,1.358402323,0.006235653,3.360046615,0.915861645,2.227885273
73,3.723109098,0.430997658,2.66026E-10,93.07781179,311.4565808,8.48972E-06,1.430000637,0.006802471,0.130934931,0.013329926,0.000286294,2.011844431,0.972228331,4.54392227
74,2.099399862,2.025832647,3.82865E-12,98.91318703,39.70692796,0.001661492,0.995855487,9.79412E-05,0.073847123,2.30196E-05,4.12119E-06,0.179735867,0.459057376,3.670287559
75,2.823328995,65.6870334,6.58606E-15,266.2260876,4.432542863,113.3591238,0.003457495,1.68381E-07,0.099282746,1.64189E-09,7.08724E-09,-2.596006831,0.933107493,7.015613601
76,6.134664686,98.18623404,1.39169E-14,169.7242607,4.107756076,111.0793471,0.010384847,3.55159E-07,0.215530705,5.03877E-09,1.49624E-08,-2.268773726,0.59527909,9.630584963
77,0.776325276,0.025587178,3.28174E-09,9.037444002,106.2153885,8.27175E-10,1.521935521,0.083585413,0.027248017,0.576422049,0.003524806,3.113732137,0.61402861,2.034187467
78,3.847439295,0.084194666,7.44451E-09,8.329384721,147.441797,5.48054E-09,1.52795499,0.187421192,0.134258314,1.958016867,0.007949598,3.467804677,0.373881413,4.517723265
79,5.741739547,3.331745662,1.05878E-11,167.9715088,112.1315344,0.00458919,1.136151414,0.000270599,0.201874914,0.000105813,1.13916E-05,0.616116866,0.556906555,5.93707202
80,2.708657373,6.592511581,6.01822E-13,181.4482508,28.87862104,0.081410389,0.595380523,1.53917E-05,0.09526679,1.43444E-06,6.47732E-07,-0.62664904,0.605668813,4.455377924
81,2.456817642,14.72441003,9.92503E-14,120.6342277,7.796973559,0.664874609,0.146338578,2.53831E-06,0.086408671,9.60671E-08,1.06821E-07,-1.406676043,0.391037213,4.673472993
82,3.500309621,109.3709632,3.6515E-15,10.77597822,0.133592361,17.08381135,0.001422432,9.30007E-08,0.12285488,6.76526E-10,3.9219E-09,-2.84073479,0.186704611,8.770795683
83,5.642306737,1.165146971,8.36015E-11,31.60054165,59.27765336,3.75758E-05,1.305345567,0.002136884,0.19838939,0.002347876,8.99529E-05,1.520540805,0.185239795,5.674418849
84,1.671784472,58.88947248,2.87308E-15,103.1130112,1.133904782,53.42869765,0.001001989,7.34796E-08,0.058798779,4.73153E-10,3.09225E-09,-2.947693011,0.553353266,5.727385889
85,14.21648821,0.670253776,1.60387E-09,16.47555803,135.3672752,1.48011E-06,1.434714819,0.040849516,0.498976385,0.196939241,0.001722642,2.800938972,0.195510485,8.771825859
86,13.62246837,1.75343926,2.15175E-10,163.4691885,491.9505868,0.000274398,1.408270624,0.00549026,0.47855784,0.009686331,0.000231318,1.910090518,0.821507325,8.733151313
87,11.19940762,0.14849494,2.02782E-08,13.00500049,379.9393393,1.61279E-08,1.545025422,0.482351744,0.379875117,8.55620933,0.02104815,3.893765932,0.546220577,7.688392325
88,7.698057853,0.546949761,7.06203E-10,55.16760703,300.772672,4.97363E-06,1.464919067,0.018035488,0.270556926,0.057618786,0.000759532,2.437473525,0.598461486,6.485246701
89,0.236492566,0.004485585,9.90966E-09,1.195178712,24.40909626,1.93464E-12,1.588622581,0.247780235,0.008224315,2.996834272,0.010545818,3.596897102,0.242616414,1.116600536
90,12.0316594,0.145619317,2.43374E-08,18.48458237,591.6115936,2.01219E-08,1.551994689,0.565870573,0.403482599,11.12254869,0.024975471,3.964921147,0.80908788,7.964911359
91,5.24838892,5.65053198,3.07564E-12,310.0783174,111.5651531,0.045210761,0.962302279,7.86096E-05,0.1845332,1.6567E-05,3.3092E-06,0.0739957,0.873943611,5.861982755
92,0.311326435,0.427336344,1.89214E-12,42.35997128,11.9542496,4.50378E-05,0.877664605,4.8427E-05,0.010953696,7.99961E-06,2.03722E-06,-0.123132902,0.466000166,1.433698856
93,9.691862928,2.673734684,4.68425E-11,205.3698264,288.3673481,0.001717959,1.295860244,0.001196187,0.340616099,0.000984261,5.03776E-05,1.25398661,0.742483801,7.510027158
94,9.173696546,25.99479204,4.43995E-13,463.3623628,63.34309383,3.763256675,0.506338171,1.13324E-05,0.322324768,9.08048E-07,4.77383E-07,-0.771428416,0.827530757,8.405477368
95,2.918888326,0.476643697,1.33693E-10,67.6297899,160.4287343,1.06422E-05,1.38352297,0.003419494,0.102664911,0.004749642,0.000143897,1.719531756,0.624733169,4.0517571
96,0.179869963,0.067137741,2.55886E-11,33.67771441,34.95063151,2.40333E-07,1.250163756,0.000654927,0.00632864,0.000397844,2.7551E-05,1.00743826,0.767157888,1.024556955
97,0.863847893,6.568164946,6.16664E-14,102.6474197,5.22951916,0.142814178,0.083816988,1.57797E-06,0.030390697,4.70618E-08,6.63882E-08,-1.61222501,0.517443228,2.830015921
98,3.279390503,1.347210857,2.1124E-11,119.8942865,113.0515555,0.000379176,1.22227383,0.000540245,0.11533954,0.000298293,2.27353E-05,0.917980994,0.608016953,4.416076566
99,10.53696113,4.292985384,2.1477E-11,44.49423599,42.30388144,0.001417082,1.132195819,0.000548161,0.370220626,0.000305491,2.30918E-05,0.930156355,0.136068029,7.942901837
100,4.863024251,0.298587106,9.45655E-10,34.87085038,219.997841,8.09651E-07,1.477304949,0.024158952,0.170945376,0.089298157,0.001017239,2.568097649,0.540911736,5.13950465
101,4.527706368,2.688081677,1.01142E-11,187.6481387,122.43358,0.003414458,1.136500636,0.000258579,0.159215905,9.881E-05,1.08838E-05,0.595215651,0.691101302,5.273357758
102,0.261895929,13.26019906,1.39065E-15,6.947897016,0.053156034,0.262363351,0.000337886,3.55878E-08,0.009213999,1.59383E-10,1.49719E-09,-3.255579124,0.104353677,2.258747171
103,6.342887298,0.291980899,1.68239E-09,53.37190018,449.1234299,8.88418E-07,1.502015364,0.042924561,0.22282024,0.211763311,0.001808565,2.809150303,0.922467955,5.849026997
104,0.231052844,0.386720084,1.2726E-12,52.10461501,12.0589995,5.53202E-05,0.794855376,3.25712E-05,0.008129443,4.41244E-06,1.37019E-06,-0.295749626,0.635054028,1.249906463
105,2.332049385,36.72338757,1.43765E-14,111.8035947,2.750244268,10.07104754,0.010942402,3.67631E-07,0.08201553,5.29577E-09,1.54721E-08,-2.246389053,0.392531185,5.370651217
106,0.332614271,22.75118064,7.61966E-16,68.5784843,0.388369679,10.29881444,0.000137211,1.95006E-08,0.011702393,6.46443E-11,8.20369E-10,-3.519853414,0.491405113,2.791092303
107,0.551716112,47.30165962,4.84999E-16,36.4831765,0.164836137,29.68482728,6.96843E-05,1.24098E-08,0.01940909,3.28241E-11,5.22119E-10,-3.716483011,0.412105481,4.13725776
108,5.106290893,105.1300788,8.41045E-15,194.693658,3.663117594,187.9124855,0.004959082,2.14739E-07,0.17944453,2.3678E-09,9.04447E-09,-2.491428891,0.795973854,9.788706078
109,3.952506924,113.451568,4.32699E-15,90.118572,1.21617741,141.2217482,0.001844991,1.10493E-07,0.138907484,8.73826E-10,4.65349E-09,-2.774686821,0.615911992,9.305826776
110,14.84693586,0.539187608,2.70306E-09,27.80413146,296.5696859,1.24515E-06,1.486337386,0.068716145,0.520614862,0.430482931,0.002900514,3.02126995,0.397433287,8.935812999
111,0.139184235,0.768751032,1.16861E-13,47.9585534,3.363495898,0.00066399,0.179126447,2.99105E-06,0.004897164,1.22787E-07,1.25824E-07,-1.332287251,0.617647234,1.076705412
112,14.57850537,15.37784927,3.20403E-12,147.2458897,54.07307604,0.155792086,0.90646302,8.1655E-05,0.511840003,1.75897E-05,3.44237E-06,0.099122941,0.268259968,9.812872688
113,6.37783955,0.077638675,2.40576E-08,15.3518663,488.5141471,4.77805E-09,1.560056276,0.561114865,0.214215686,10.94837118,0.024726916,3.964017131,0.91828929,5.794656902
114,2.409560348,9.654207015,2.22077E-13,70.10336567,6.777672251,0.11103996,0.311480444,5.67969E-06,0.084747398,3.21542E-07,2.39019E-07,-1.054811554,0.247718703,4.409737648
115,0.10891479,2.17685666,8.92434E-15,28.67884629,0.555826434,0.011521068,0.005440285,2.28419E-07,0.003832153,2.59127E-09,9.60885E-09,-2.448616504,0.35369096,1.149741428
116,0.322412157,33.54548727,3.29319E-16,31.87476247,0.118671042,15.82946643,3.89945E-05,8.42764E-09,0.011343169,1.83671E-11,3.54551E-10,-3.883415185,0.359800567,3.216465771
117,4.250497985,1.288441376,3.87983E-11,171.5258226,219.1922307,0.00036611,1.286534659,0.000992051,0.149478602,0.000742421,4.17533E-05,1.176194102,0.886769091,4.977785914
118,0.47249943,1.065135744,7.01544E-13,88.98098883,15.29023118,0.000965249,0.645692666,1.79542E-05,0.016623985,1.80596E-06,7.55315E-07,-0.555885365,0.714027867,1.832268231
119,1.866761636,2.065052348,2.91325E-12,73.62245733,25.78033788,0.001473137,0.944848386,7.45283E-05,0.065665754,1.52795E-05,3.13593E-06,0.062515512,0.351624058,3.486887503
120,1.163911022,0.019655335,1.25009E-08,1.944296093,44.59870245,5.38037E-11,1.575287916,0.309381191,0.040269355,4.224334386,0.013235333,3.696928673,0.200145191,2.477291528
121,0.794193196,75.37403913,3.95795E-16,82.98528861,0.338708407,189.7879901,5.13771E-05,1.01263E-08,0.02793798,2.41973E-11,4.26068E-10,-3.813373267,0.98784994,6.306354115
122,0.575652446,0.09879065,1.21046E-10,28.35636423,64.00524335,2.01449E-07,1.379421711,0.003097679,0.020252625,0.004092983,0.00013032,1.681452068,0.572638229,1.796976991
123,0.175952379,11.15070534,8.87662E-16,52.65207964,0.321831705,1.759769634,0.000172519,2.2719E-08,0.00619077,8.12856E-11,9.55733E-10,-3.452210886,0.44508547,1.923695024
124,3.12462011,7.476966887,6.22595E-13,35.80945075,5.796821403,0.020319135,0.54920559,1.59188E-05,0.109882394,1.50915E-06,6.70001E-07,-0.605769714,0.127698433,4.785336418
125,9.520233693,2.595903884,4.7949E-11,99.65546927,141.5730647,0.00077669,1.279640244,0.001224455,0.334585621,0.001019347,5.15678E-05,1.27339535,0.372504205,7.440419183
126,6.694299112,3.272200406,1.49208E-11,255.1676816,202.214075,0.005664592,1.183665442,0.000381263,0.235342093,0.000177001,1.60519E-05,0.758568031,0.83330797,6.36622302
127,1.900386007,0.303975197,1.39338E-10,84.02760245,203.4914381,5.26772E-06,1.39226691,0.003564686,0.066849176,0.00505418,0.00014999,1.735356289,0.97150555,3.265394022
128,10.18296697,5.174269403,1.38074E-11,60.32041211,45.98435427,0.003480691,1.100467706,0.000352431,0.357794442,0.000157478,1.48461E-05,0.737561994,0.168063185,7.878102261
129,2.805990632,149.9470758,1.24841E-15,9.563218186,0.06932227,48.73716503,0.000287201,3.18369E-08,0.098548699,1.3533E-10,1.34172E-09,-3.309422406,0.324992653,9.710370608
130,17.26974244,1.528923224,4.54844E-10,60.4381596,264.4428983,5.30531E-05,1.420121669,0.011593899,0.606383954,0.029754168,0.000488724,2.247148889,0.37024424,9.765935052
131,2.591602532,0.098829834,2.45145E-09,20.49465377,208.1811528,3.23791E-08,1.512014411,0.062514736,0.091017841,0.372378451,0.002634633,2.982828363,0.664060646,3.726359138
132,0.752670137,2.588447109,3.01434E-13,27.48849508,3.096255907,0.002686535,0.39503129,7.71363E-06,0.026479882,5.08619E-07,3.24521E-07,-0.920102769,0.174019308,2.406389191
133,14.9173185,0.278744463,1.02101E-08,18.33211088,380.0296504,1.12893E-07,1.520773423,0.254011089,0.517463656,3.126281248,0.010838257,3.595632115,0.483373096,8.899730269
134,1.061324862,50.86674166,1.552E-15,41.6061772,0.336273564,21.88465213,0.000398407,3.9699E-08,0.037331113,1.87867E-10,1.67052E-09,-3.211390948,0.336966773,4.810537529
135,2.208248336,0.164914056,6.39208E-10,20.73190438,107.5350223,1.78605E-07,1.46187273,0.016344878,0.077659713,0.049648256,0.000687907,2.402757399,0.406253953,3.469925523
136,0.178873637,0.319584154,1.11682E-12,20.96805378,4.54610765,1.62292E-05,0.759475647,2.85846E-05,0.006293596,3.62762E-06,1.20248E-06,-0.351033723,0.290111827,1.103696605
137,9.352027082,0.139520659,1.60176E-08,3.709538016,96.3180221,4.56939E-09,1.514679694,0.389091489,0.320561713,6.070060487,0.016801254,3.80223998,0.156309801,7.030007838
138,4.383256159,0.859557242,9.27056E-11,79.41596564,156.8737807,4.88049E-05,1.352273507,0.002370379,0.154145545,0.002742115,9.97653E-05,1.560158428,0.53006575,4.991564638
139,0.747435803,0.013988015,1.01788E-08,2.600376081,53.82381268,4.03886E-11,1.562837686,0.2541486,0.025974501,3.117540804,0.01082456,3.607382469,0.304177518,1.986135866
140,14.79195164,0.822528753,1.15295E-09,104.4418053,727.5607366,1.6666E-05,1.486616843,0.029385809,0.519358418,0.120074361,0.001238773,2.632616364,0.990510445,8.967335816
141,1.331743119,139.3076186,3.25802E-16,5.299767637,0.019625599,45.63408902,3.83643E-05,8.32353E-09,0.046814019,1.80583E-11,3.50468E-10,-3.892109648,0.353392908,8.386188568
142,0.124790898,3.324091915,5.02437E-15,20.95416127,0.304719792,0.026159826,0.0023123,1.28598E-07,0.004390734,1.09463E-09,5.40973E-09,-2.697861428,0.243251849,1.304378686
143,4.398601826,0.504426161,2.71079E-10,82.89834178,280.016347,1.02601E-05,1.428323216,0.006930627,0.154678918,0.013710492,0.00029171,2.021514589,0.804438049,4.939403056
144,10.1190032,1.523116045,1.57352E-10,129.2910069,332.7312198,0.000191495,1.387497677,0.00401804,0.35562101,0.006059675,0.000169223,1.781403445,0.676804158,7.54829973
145,5.292996398,26.97744091,1.37235E-13,390.3160247,29.66454726,6.141089783,0.207947605,3.50668E-06,0.186078474,1.56129E-07,1.47638E-07,-1.277394507,0.848121271,6.793717913
146,5.069959282,18.51743471,2.67245E-13,99.4113281,10.54338388,0.528083119,0.350044085,6.82838E-06,0.178232528,4.24267E-07,2.87496E-07,-0.976062025,0.254038419,6.376514149
147,6.039565868,1.699447456,4.50254E-11,147.8042014,203.4722811,0.000509487,1.294229059,0.001150786,0.212350051,0.000927953,4.84444E-05,1.242202675,0.67093189,5.92467493
148,2.812865414,0.624013401,7.24389E-11,85.64849466,149.5530467,3.1382E-05,1.338959367,0.001852866,0.098938003,0.00189437,7.79697E-05,1.453133087,0.657336673,4.008281251
149,15.2188169,0.657867397,1.90786E-09,17.41240117,156.0348784,1.38172E-06,1.444268295,0.048558886,0.533973847,0.255418351,0.002048451,2.875485375,0.215066817,9.066846241
