,H_mass,C_mass,S_mass,N_mass,Cl_mass,O2_fugacity
81,9.913227983933452e+20,3.320268107007738e+20,1.194e+21,4.955e+18,1.04e+20,5.014496526055768e-10
82,2.1588871246085616e+20,1.3645439232111673e+20,1.194e+21,4.955e+18,1.04e+20,9.360333684378402e-11
83,2.5183850543743717e+20,1.8416881953087793e+20,1.194e+21,4.955e+18,1.04e+20,5.918892490925349e-12
84,1.4582314248310948e+21,9.019855600701045e+20,1.194e+21,4.955e+18,1.04e+20,2.4982754820802244e-10
85,7.021536908708864e+20,1.7300764298481133e+20,1.194e+21,4.955e+18,1.04e+20,1.4751158301478896e-08
86,9.980234835622818e+20,6.967397444396667e+20,1.194e+21,4.955e+18,1.04e+20,2.6835892271002204e-10
87,1.3230081961954123e+21,3.700154800900008e+20,1.194e+21,4.955e+18,1.04e+20,2.131446601417604e-08
88,5.06528383760575e+20,2.6793838102689445e+20,1.194e+21,4.955e+18,1.04e+20,2.0267801396953937e-09
89,6.458682480562917e+20,5.440060970862277e+20,1.194e+21,4.955e+18,1.04e+20,2.2612237017748785e-15
90,6.511944702825113e+20,5.3606405876222165e+20,1.194e+21,4.955e+18,1.04e+20,9.32116205488265e-15
91,4.062109659194595e+20,1.1278492413129253e+20,1.194e+21,4.955e+18,1.04e+20,6.35319577549597e-10
92,1.5201563269371553e+21,1.1780189095702591e+21,1.194e+21,4.955e+18,1.04e+20,7.312561107599855e-09
93,3.600851649749609e+20,1.1669408941029215e+20,1.194e+21,4.955e+18,1.04e+20,1.0161959618252772e-12
