,mass_in_atmosphere,mass_in_solid,mass_in_melt,moles_in_atmosphere,moles_in_melt,moles_in_solid,ppmw_in_solid,ppmw_in_melt,fugacity,fugacity_coefficient,pressure,volume_mixing_ratio,mass_in_total
0,3.954517764042716e+18,0.0,1.00048227619562e+18,1.4116518941119534e+20,3.571441031467648e+19,0.0,0.0,0.30793544973703296,1.0561631841436323,1.0000000000000007,1.0561631841436316,0.0019456400273313878,4.955000040238336e+18
1,3.954517764042716e+18,0.0,1.00048227619562e+18,1.4116518941119534e+20,3.571441031467648e+19,0.0,0.0,0.30793544973703296,1.0561631841436323,1.0000000000000007,1.0561631841436316,0.0019456400273313878,4.955000040238336e+18
2,4.2881887188885565e+18,0.0,6.668112814239397e+17,1.5307630635448458e+20,2.380329194614677e+19,0.0,0.0,0.2052358514693567,1.3756213846704133,1.0000000000000004,1.3756213846704126,0.0021986629518965617,4.955000000312496e+18
3,4.5409960773099873e+18,0.0,4.140039228960895e+17,1.6210081977571692e+20,1.477877852111555e+19,0.0,0.0,0.1274250301311448,1.7796715317253833,1.000000000000001,1.7796715317253813,0.004165289415306425,4.955000000206077e+18
4,3.8376454253346985e+18,0.0,1.1173545754524508e+18,1.3699317481546865e+20,3.9886423502106485e+19,0.0,0.0,0.34390722543935087,1.1433205463214067,0.9999999999999996,1.1433205463214071,0.002657924888384903,4.955000000787149e+18
5,4.2866606793793976e+18,0.0,6.683393205582623e+17,1.5302175963106368e+20,2.385783865618705e+19,0.0,0.0,0.2057061620677939,1.6268380394143072,1.0000000000000007,1.626838039414306,0.004011130895101457,4.95499999993766e+18
6,6.583272075790108e+17,0.0,4.2966727641151473e+18,2.3500434312736223e+19,1.5337916296630075e+20,0.0,0.0,1.3224600689797315,0.1523239812093524,1.000000000000002,0.1523239812093521,0.0003273970926447201,4.954999971694158e+18
7,8084548271840260.0,0.0,4.946915451735193e+18,2.885956913572116e+17,1.7659100259836995e+20,0.0,0.0,1.522596322479284,0.001533114864074478,1.0000000000000009,0.0015331148640744762,3.61317164400709e-06,4.955000000007033e+18
8,3.8991212569654904e+16,0.0,4.916008796632463e+18,1.3918768952855967e+18,1.754877217226803e+20,0.0,0.0,1.5130836554732114,0.007450408017633879,1.0000000000000013,0.007450408017633871,1.3810675016810492e-05,4.955000009202119e+18
9,4.601327782848266e+18,0.0,3.5367221707977485e+17,1.6425449239725674e+20,1.262510588965065e+19,0.0,0.0,0.1088557147059941,1.741634372481212,1.0000000000000009,1.7416343724812104,0.0024769185269655795,4.954999999928041e+18
10,2.7326028047118016e+16,0.0,4.927673970176513e+18,9.75462535584499e+17,1.7590413569048022e+20,0.0,0.0,1.5166740443756583,0.00587081035421479,1.0000000000000007,0.005870810354214784,1.4371698588034078e-05,4.954999998223631e+18
11,4.5801522824011715e+18,0.0,3.748477175430233e+17,1.6349858644111933e+20,1.3381011846364676e+19,0.0,0.0,0.1153732587082251,1.8781580409522112,1.0000000000000009,1.8781580409522096,0.0032427889123151396,4.954999999944195e+18
12,4.2377384772602373e+18,0.0,7.172615230828906e+17,1.5127537427116992e+20,2.560422403055489e+19,0.0,0.0,0.22076378057337356,1.5243746737180714,1.0000000000000013,1.5243746737180695,0.0037879387579336865,4.955000000343128e+18
13,4.5856764651809587e+18,0.0,3.6932353472662464e+17,1.636957842677523e+20,1.3183814018424773e+19,0.0,0.0,0.11367298698880415,1.6867531104200535,0.9999999999999997,1.6867531104200542,0.0025873309076263414,4.954999999907583e+18
14,4.6003427317714053e+18,0.0,3.546572679558078e+17,1.6421932883746465e+20,1.2660269442273739e+19,0.0,0.0,0.10915890057119354,1.5324752608476304,1.0000000000000022,1.5324752608476269,0.002071991932996485,4.954999999727214e+18
15,3.041271735403785e+18,0.0,1.9137282668449147e+18,1.0856486838493631e+20,6.831472998481208e+19,0.0,0.0,0.5890207038611619,1.0365244008442633,1.000000000000001,1.0365244008442622,0.002731730952224242,4.9550000022487e+18
16,4.5488816688681876e+18,0.0,4.061183308007589e+17,1.6238231327058864e+20,1.449728500706979e+19,0.0,0.0,0.12499794730709723,1.3558478186324396,1.0000000000000013,1.3558478186324379,0.0012461926232807544,4.954999999668947e+18
17,4.2862524074573363e+18,0.0,6.687475928271186e+17,1.530071854688907e+20,2.3872412830739632e+19,0.0,0.0,0.20583182296925784,1.6150553994776562,1.0000000000000007,1.615055399477655,0.004051993957308425,4.955000000284455e+18
18,3876762899738098.5,0.0,4.95112323710135e+18,1.383895589039797e+17,1.7674120873061096e+20,0.0,0.0,1.523891424161696,0.0008108994589662112,1.0000000000000002,0.0008108994589662112,1.7968206123257656e-06,4.955000000001087e+18
19,2.629791162793173e+18,0.0,2.32520883752222e+18,9.387616638951983e+19,8.300343191121494e+19,0.0,0.0,0.7156690789542075,0.8803652167999846,1.000000000000001,0.8803652167999836,0.0025624265564352026,4.955000000315393e+18
20,1.708788674826113e+18,0.0,3.2462113251433487e+18,6.099896152671021e+19,1.1588063676167578e+20,0.0,0.0,0.9991416821001382,0.41147675279067647,1.0000000000000016,0.41147675279067586,0.0005849464828056196,4.954999999969462e+18
21,4.5896257927624684e+18,0.0,3.653742072027786e+17,1.638367641822086e+20,1.30428341060269e+19,0.0,0.0,0.11245743527324675,1.8180457748925085,1.0000000000000009,1.818045774892507,0.0032151915785722,4.954999999965247e+18
22,4.203088554511587e+18,0.0,7.519114457394335e+17,1.500384692426043e+20,2.6841129055832535e+19,0.0,0.0,0.23142857671266037,1.3793752876047483,1.0000000000000013,1.3793752876047465,0.0037417628495631317,4.95500000025102e+18
23,3.954517764042716e+18,0.0,1.00048227619562e+18,1.4116518941119534e+20,3.571441031467648e+19,0.0,0.0,0.30793544973703296,1.0561631841436323,1.0000000000000007,1.0561631841436316,0.0019456400273313878,4.955000040238336e+18
24,4.2881887188885565e+18,0.0,6.668112814239397e+17,1.5307630635448458e+20,2.380329194614677e+19,0.0,0.0,0.2052358514693567,1.3756213846704133,1.0000000000000004,1.3756213846704126,0.0021986629518965617,4.955000000312496e+18
25,4.5409960773099873e+18,0.0,4.140039228960895e+17,1.6210081977571692e+20,1.477877852111555e+19,0.0,0.0,0.1274250301311448,1.7796715317253833,1.000000000000001,1.7796715317253813,0.004165289415306425,4.955000000206077e+18
26,3.8376454253346985e+18,0.0,1.1173545754524508e+18,1.3699317481546865e+20,3.9886423502106485e+19,0.0,0.0,0.34390722543935087,1.1433205463214067,0.9999999999999996,1.1433205463214071,0.002657924888384903,4.955000000787149e+18
27,4.2866606793793976e+18,0.0,6.683393205582623e+17,1.5302175963106368e+20,2.385783865618705e+19,0.0,0.0,0.2057061620677939,1.6268380394143072,1.0000000000000007,1.626838039414306,0.004011130895101457,4.95499999993766e+18
28,6.583272075790108e+17,0.0,4.2966727641151473e+18,2.3500434312736223e+19,1.5337916296630075e+20,0.0,0.0,1.3224600689797315,0.1523239812093524,1.000000000000002,0.1523239812093521,0.0003273970926447201,4.954999971694158e+18
29,8084548271840260.0,0.0,4.946915451735193e+18,2.885956913572116e+17,1.7659100259836995e+20,0.0,0.0,1.522596322479284,0.001533114864074478,1.0000000000000009,0.0015331148640744762,3.61317164400709e-06,4.955000000007033e+18
30,3.8991212569654904e+16,0.0,4.916008796632463e+18,1.3918768952855967e+18,1.754877217226803e+20,0.0,0.0,1.5130836554732114,0.007450408017633879,1.0000000000000013,0.007450408017633871,1.3810675016810492e-05,4.955000009202119e+18
31,4.601327782848266e+18,0.0,3.5367221707977485e+17,1.6425449239725674e+20,1.262510588965065e+19,0.0,0.0,0.1088557147059941,1.741634372481212,1.0000000000000009,1.7416343724812104,0.0024769185269655795,4.954999999928041e+18
32,2.7326028047118016e+16,0.0,4.927673970176513e+18,9.75462535584499e+17,1.7590413569048022e+20,0.0,0.0,1.5166740443756583,0.00587081035421479,1.0000000000000007,0.005870810354214784,1.4371698588034078e-05,4.954999998223631e+18
33,4.5801522824011715e+18,0.0,3.748477175430233e+17,1.6349858644111933e+20,1.3381011846364676e+19,0.0,0.0,0.1153732587082251,1.8781580409522112,1.0000000000000009,1.8781580409522096,0.0032427889123151396,4.954999999944195e+18
34,4.2377384772602373e+18,0.0,7.172615230828906e+17,1.5127537427116992e+20,2.560422403055489e+19,0.0,0.0,0.22076378057337356,1.5243746737180714,1.0000000000000013,1.5243746737180695,0.0037879387579336865,4.955000000343128e+18
35,4.5856764651809587e+18,0.0,3.6932353472662464e+17,1.636957842677523e+20,1.3183814018424773e+19,0.0,0.0,0.11367298698880415,1.6867531104200535,0.9999999999999997,1.6867531104200542,0.0025873309076263414,4.954999999907583e+18
36,4.6003427317714053e+18,0.0,3.546572679558078e+17,1.6421932883746465e+20,1.2660269442273739e+19,0.0,0.0,0.10915890057119354,1.5324752608476304,1.0000000000000022,1.5324752608476269,0.002071991932996485,4.954999999727214e+18
37,3.041271735403785e+18,0.0,1.9137282668449147e+18,1.0856486838493631e+20,6.831472998481208e+19,0.0,0.0,0.5890207038611619,1.0365244008442633,1.000000000000001,1.0365244008442622,0.002731730952224242,4.9550000022487e+18
