,total_pressure,mean_molar_mass
0,542.8358634213802,0.0346697208477633
1,542.8358634213802,0.0346697208477633
2,625.662693540092,0.04164260403627987
3,427.2623950656398,0.05087466675757243
4,430.1553258023592,0.03867372572716391
5,405.580890267396,0.049264951809825375
6,465.2575866782322,0.030035808646840974
7,424.31276870484254,0.024616810738205465
8,539.4673329554971,0.024804253823570203
9,703.1456035071327,0.049134514158103174
10,408.4980156140235,0.02788909313654856
11,579.1798639188412,0.05323105418682895
12,402.4285425748575,0.046695004748984144
13,651.9278633622896,0.04774863490964136
14,739.6144919499676,0.043243031773326585
15,379.4386852044484,0.04424224489566425
16,1087.9921717583295,0.03869181994038117
17,398.5828746275996,0.04891280093159512
18,451.29683698173994,0.02715254992364914
19,343.5670047163148,0.04345647191537845
20,703.4434172799556,0.03125861976953402
21,565.4548820695354,0.051420984468622484
22,368.6431618096254,0.0426016825355481
23,542.8358634213802,0.0346697208477633
24,625.662693540092,0.04164260403627987
25,427.2623950656398,0.05087466675757243
26,430.1553258023592,0.03867372572716391
27,405.580890267396,0.049264951809825375
28,465.2575866782322,0.030035808646840974
29,424.31276870484254,0.024616810738205465
30,539.4673329554971,0.024804253823570203
31,703.1456035071327,0.049134514158103174
32,408.4980156140235,0.02788909313654856
33,579.1798639188412,0.05323105418682895
34,402.4285425748575,0.046695004748984144
35,651.9278633622896,0.04774863490964136
36,739.6144919499676,0.043243031773326585
37,379.4386852044484,0.04424224489566425
38,1087.9921717583295,0.03869181994038117
39,398.5828746275996,0.04891280093159512
40,451.29683698173994,0.02715254992364914
41,343.5670047163148,0.04345647191537845
42,703.4434172799556,0.03125861976953402
43,565.4548820695354,0.051420984468622484
44,368.6431618096254,0.0426016825355481
45,542.8358620018687,0.03466972085784123
46,625.6626940252704,0.04164260402898717
47,427.26239507069,0.050874666757745185
48,430.1553222402684,0.038673725750170994
49,405.5808902655969,0.04926495180913037
50,465.25758683801934,0.03003580864321901
51,424.31276870556076,0.02461681073828899
52,539.4673279130699,0.024804253818449536
53,703.1456035057208,0.049134514157959865
54,408.4980157362623,0.027889093135178518
55,579.1798639460668,0.05323105418714806
56,402.4285425811428,0.04669500474876787
57,651.9278633592252,0.04774863490970228
58,739.6144915852807,0.043243031775498916
59,379.4386851872708,0.04424224489962126
60,1087.992171864548,0.038691819940223394
61,398.5828748502714,0.04891280094159165
62,451.29683724853965,0.027152549914133975
63,343.56700466284883,0.04345647191666774
64,703.4434172579578,0.031258619769609634
65,565.4548820451928,0.05142098446820032
66,368.64316171018123,0.042601682537533554
67,364.29626836231466,0.03499152053237651
68,728.2172556213972,0.023481395771902832
69,453.5571686524635,0.053883415365122145
70,596.0932540627873,0.03972118985875594
71,1219.4443849522363,0.0454466653211304
72,390.3283955476511,0.04432016852555026
73,325.54698529722776,0.056165406177003295
74,542.8358620018702,0.034669720857841244
75,625.6626940252706,0.04164260402898716
76,427.26239507069,0.050874666757745185
77,430.1553222402685,0.038673725750171
78,405.580890265597,0.04926495180913037
79,465.25758683801934,0.03003580864321901
80,424.3127687055607,0.024616810738288992
81,539.4673279130692,0.024804253818449515
82,703.1456035057207,0.04913451415795987
83,408.4980157362623,0.027889093135178518
84,579.1798639460668,0.05323105418714806
85,402.42854258114244,0.04669500474876788
86,651.9278633592252,0.04774863490970228
87,739.6144915852809,0.043243031775498916
88,379.4386851872707,0.044242244899621246
89,1087.9921718645487,0.03869181994022339
90,398.58287485027137,0.04891280094159165
91,451.29683724853965,0.027152549914133975
92,343.5670046628489,0.04345647191666774
93,703.4434172579578,0.031258619769609634
94,565.4548820451928,0.051420984468200315
95,368.6431617101811,0.04260168253753355
96,364.2963555620854,0.034991523000878724
97,728.2172556368133,0.02348139577143881
98,453.5571686552146,0.053883415365064934
99,596.0932534947333,0.03972118986573801
100,1219.4443860150973,0.04544666531838091
101,390.32839558802306,0.044320168524313475
102,325.54698515621453,0.056165406188030204
103,668.5083755790577,0.029434862104507326
104,619.361285578922,0.03313283484827572
105,435.4941616999078,0.032027201890934005
106,1131.8051614438004,0.04727692420774762
107,330.85279740710166,0.046101638831039356
108,409.962446896051,0.01688854632769089
109,1078.8761668919751,0.041011324168062746
110,468.8662639495032,0.03653078878530392
111,1260.5947952938961,0.045193422043948356
112,386.0878998527404,0.04458518183650146
113,361.5747240795056,0.046890878162159595
114,543.8827006657415,0.029442789509471674
115,299.75084857841927,0.047822678507517834
116,559.4383324179463,0.046872045774086366
117,495.62805078562457,0.03919905156082758
118,394.8504670563415,0.055854165572438524
119,355.9779318559318,0.033905253003070956
120,751.5974572456782,0.02689601535680788
121,525.5932374545878,0.03306501556075712
122,386.8437423113562,0.024672307080690604
123,338.774333256613,0.043357167485200895
124,347.9529131168535,0.038131723659795315
