H2O,H2,O2,CO,CO2,CH4,N2,S2,H2S,SO2,Cl2,fo2_shift,number_ocean_moles,ch_ratio
10.80348060638535,11.013358352752888,3.430439760965266e-12,188.16306423185398,71.49880729461343,0.09868664971334101,1.0561631841436316,29.370218761385193,219.84704153690524,0.011294685053459937,10.973748118570155,0.13727713947777698,8.789797377499895,0.3060755011626772
2.139861348399217,1.2547799704195597,1.036807329254878e-11,248.71748392791886,164.30276287363387,0.0009739840115541413,1.3756213846704126,139.94104754176578,54.674825095066,0.07451459684561167,13.180822817350812,0.617625400616193,3.6928568145139824,0.964398642673041
4.004144715608853,0.6196396003909933,1.488686140218036e-10,52.54481926200708,131.52884202089928,1.3242380014084458e-05,1.7796715317253813,188.1361134935774,31.30563474079948,1.2405376980883442,16.102978760014093,1.774730487097405,4.777519391576266,0.27193945192897995
5.182147547775669,5.5682930944657025,3.087715798293909e-12,121.25539936195814,43.71286461059464,0.017135074079712213,1.1433205463214071,69.73907864311496,171.28031543621617,0.015665568494059288,12.241105919335594,0.0915646618898851,6.086591109011846,0.251674918069501
1.2196152016319879,0.6197201736985299,1.3807540798083703e-11,98.22505567348757,74.88071329678336,8.130453496624771e-05,1.626838039414306,182.46766102822804,30.834424777913274,0.11331307490711827,15.593467696783014,0.7420436771615524,2.7453745338343194,0.4595752736120512
6.548643405935957,39.1579760639838,9.970665734235345e-14,155.12534183050937,10.04926621915705,6.032822290862102,0.1523239812093521,2.6774025049793093,236.00670079220743,9.911781660758424e-05,9.5070104715711,-1.3993485011632352,8.189327407702429,0.2499307073472386
2.787039838135228,85.18668829329401,3.815968916114663e-15,67.12347303521668,0.8506802596568094,63.150219034974995,0.0015331148640744762,0.3942882171103725,197.02706998616694,1.4557354734129666e-06,7.79177546968801,-2.816467829578486,7.5023053691563115,0.25494204798972786
4.823838673272635,86.6700435173038,1.1043569430890733e-14,151.30319999010888,3.2620631761538723,86.61453850352503,0.007450408017633871,0.38681177923003907,198.54827788575466,4.172823817235687e-06,7.8511048493068305,-2.3549631920469203,8.838223429248288,0.3950338932828996
3.420609074775683,0.1372921565908109,2.212979436278926e-09,44.34265394537378,427.95676224107564,1.422930975261248e-07,1.7416343724812104,184.84041932233728,6.875297006969345,18.278754002498555,15.552181240524332,2.9469047203655165,4.292383816290043,0.8041124124625416
2.9906477091496773,58.269372859703374,9.390998515098146e-15,88.70819873800967,1.7636368650748873,24.891321190107305,0.005870810354214784,1.0695978851977241,221.97183700777185,5.900553832083301e-06,8.82752664810091,-2.425360886099062,6.860238583033347,0.2165100654691538
7.639066381133941,0.11960354569792903,1.454301338016764e-08,10.912454922694524,269.9847203059575,1.0366753128506722e-08,1.8781580409522096,155.95681382673848,5.501656814614216,110.33856155906241,16.848828497080316,3.7645817457128397,6.357769618427233,0.29803144619690425
2.6254358917651137,1.5399558511603662,1.0362111015953311e-11,95.92480324493482,63.34969948364262,0.0005659560715818917,1.5243746737180695,152.54780585816437,70.05812622864626,0.07775386044974665,14.780021526294194,0.617375582876238,4.094831796536754,0.29910652153775086
2.2738619736874766,0.24566124737104122,3.054336187421496e-10,94.50567504642102,338.8487040207981,2.61355811409947e-06,1.6867531104200542,184.4445617977436,12.289008501975792,2.5201158299530713,15.113519220055913,2.0868441796912363,3.558484646202679,0.915802253404711
15.23208969836172,2.189565061305522,1.7253023478028634e-10,131.83025075684853,355.25255194066955,0.0003853519550044958,1.5324752608476269,127.60236456284467,91.1033779458576,1.1840371029930454,13.687394268111834,1.838792555332975,9.383772913978325,0.4310166900248048
1.3768735136140762,2.3599433709062683,1.213519817330657e-12,108.99292627237169,24.632657640566737,0.004413035551034742,1.0365244008442622,128.48993686889565,98.53338532981994,0.008357033980272814,14.003667737897297,-0.314025785023305,3.209923500444246,0.3378754931485695
15.378971742287982,4.4820383168727975,4.197255560438051e-11,354.05155779955436,470.58571282809146,0.008792134419379703,1.3558478186324379,81.03712030718668,148.6157472213413,0.22955045092881274,12.246833138972063,1.2248927551503472,9.719146624362335,0.7874171505923441
1.6866953069144572,0.8636854448048522,1.3596402628483987e-11,91.82382872627383,69.46354243543533,0.00014876952508918867,1.615055399477655,175.40533262824565,42.13318221420124,0.1093997048465178,15.482003997861376,0.7353513588312364,3.2394961277388212,0.36549828016015007
1.4710127704935543,55.62911204836333,2.4928180216656377e-15,111.85251711799239,1.1457254791917297,55.5218739482308,0.0008108994589662112,1.1109381615979088,215.97045090635763,1.5962696469608196e-06,8.594394053784015,-3.0013820822681128,5.770665076868372,0.386188942506009
1.752559287757533,3.6984419833650652,8.005155304014714e-13,66.84836672864716,12.270583166243052,0.00818470304208496,0.8803652167999836,104.85375471913868,139.4948159882157,0.004980036117553407,13.754952886987162,-0.4947028961085165,3.7222528491679556,0.1756506152476776
5.530163519779989,19.45555970787481,2.880384283521023e-13,382.97795429956,42.16853496254729,2.1631936708887527,0.41147675279067586,10.3453879214614,230.4965258550394,0.0005628524486984397,9.894057737564209,-0.9386222253971912,7.076515619450965,0.693646243731641
8.461064717238955,0.228264971846895,4.898165264741251e-09,19.949885874195306,286.4485671652363,1.1894922849310692e-07,1.818045774892507,180.9353438605262,11.309625963528923,40.02818298634635,16.275900631876624,3.2919607762133065,6.729205764170711,0.3179559417034795
6.179977488804088,4.120771591039839,8.018232513798117e-12,61.80167605406234,35.90286430860677,0.0029680922996103165,1.3793752876047465,96.56725692005213,149.15600918699238,0.047870099543576856,13.484392780611946,0.5060059878519976,6.407773390680173,0.12852233704709795
