,mass_in_atmosphere,mass_in_solid,mass_in_melt,moles_in_atmosphere,moles_in_melt,moles_in_solid,ppmw_in_solid,ppmw_in_melt,fugacity,fugacity_coefficient,pressure,volume_mixing_ratio,mass_in_total
0,7.044437566904602e+20,0.0,0.0,2.5149593359493865e+22,0.0,0.0,0.0,0.0,188.16306423185415,1.0000000000000007,188.16306423185398,0.34662975847966604,7.044437566904602e+20
1,7.044437566904602e+20,0.0,0.0,2.5149593359493865e+22,0.0,0.0,0.0,0.0,188.16306423185415,1.0000000000000007,188.16306423185398,0.34662975847966604,7.044437566904602e+20
2,7.752302816777774e+20,0.0,0.0,2.767676788812687e+22,0.0,0.0,0.0,0.0,248.71748392791886,1.0000000000000004,248.71748392791886,0.397526473123463,7.752302816777774e+20
3,1.3405734605581625e+20,0.0,0.0,4.786028278533234e+21,0.0,0.0,0.0,0.0,52.54481926200713,1.000000000000001,52.54481926200708,0.1229802104487447,1.3405734605581625e+20
4,4.0695591551808936e+20,0.0,0.0,1.452887571692647e+22,0.0,0.0,0.0,0.0,121.25539936195814,0.9999999999999996,121.25539936195814,0.28188747665923497,4.0695591551808936e+20
5,2.5878941787308553e+20,0.0,0.0,9.239131674366039e+21,0.0,0.0,0.0,0.0,98.22505567348762,1.0000000000000007,98.22505567348757,0.2421836384074423,2.5878941787308553e+20
6,6.703563305248175e+20,0.0,0.0,2.3932626215423642e+22,0.0,0.0,0.0,0.0,155.12534183050968,1.000000000000002,155.12534183050937,0.333418188702837,6.703563305248175e+20
7,3.539198529953232e+20,0.0,0.0,1.2635416667615366e+22,0.0,0.0,0.0,0.0,67.12347303521675,1.0000000000000009,67.12347303521668,0.15819338465844904,3.539198529953232e+20
8,7.917430116082673e+20,0.0,0.0,2.8266294644610634e+22,0.0,0.0,0.0,0.0,151.30319999010905,1.0000000000000013,151.30319999010888,0.2804677702377032,7.917430116082673e+20
9,1.171378662243412e+20,0.0,0.0,4.1819800013295615e+21,0.0,0.0,0.0,0.0,44.34265394537383,1.0000000000000009,44.34265394537378,0.0630632599054912,1.171378662243412e+20
10,4.128494025842291e+20,0.0,0.0,1.4739281163458064e+22,0.0,0.0,0.0,0.0,88.70819873800973,1.0000000000000007,88.70819873800967,0.21715698815493678,4.128494025842291e+20
11,2.6608456822919905e+19,0.0,0.0,9.499578393085757e+20,0.0,0.0,0.0,0.0,10.912454922694534,1.0000000000000009,10.912454922694524,0.018841219459631724,2.6608456822919905e+19
12,2.666384558036283e+20,0.0,0.0,9.51935292743498e+21,0.0,0.0,0.0,0.0,95.92480324493498,1.0000000000000013,95.92480324493482,0.238364810386409,2.666384558036283e+20
13,2.5689711134997273e+20,0.0,0.0,9.171573776214751e+21,0.0,0.0,0.0,0.0,94.50567504642098,0.9999999999999997,94.50567504642102,0.1449633929726705,2.5689711134997273e+20
14,3.956956133353272e+20,0.0,0.0,1.4126867723652526e+22,0.0,0.0,0.0,0.0,131.83025075684878,1.0000000000000022,131.83025075684853,0.1782418438141777,3.956956133353272e+20
15,3.197594952820804e+20,0.0,0.0,1.1415845768812707e+22,0.0,0.0,0.0,0.0,108.9929262723718,1.000000000000001,108.99292627237169,0.2872477966068334,3.197594952820804e+20
16,1.1877078964978542e+21,0.0,0.0,4.240277572636108e+22,0.0,0.0,0.0,0.0,354.0515577995547,1.0000000000000013,354.05155779955436,0.3254173761446862,1.1877078964978542e+21
17,2.4366612499935435e+20,0.0,0.0,8.699209697034926e+21,0.0,0.0,0.0,0.0,91.82382872627389,1.0000000000000007,91.82382872627383,0.23037575011737735,2.4366612499935435e+20
18,5.3468430157794555e+20,0.0,0.0,1.9088951577292638e+22,0.0,0.0,0.0,0.0,111.85251711799239,1.0000000000000002,111.85251711799239,0.2478468891252568,5.3468430157794555e+20
19,1.9966347649062548e+20,0.0,0.0,7.128255726295794e+21,0.0,0.0,0.0,0.0,66.84836672864722,1.000000000000001,66.84836672864716,0.19457155608945695,1.9966347649062548e+20
20,1.5902531686579432e+21,0.0,0.0,5.677418551949457e+22,0.0,0.0,0.0,0.0,382.97795429956074,1.0000000000000016,382.97795429956,0.5444332051331754,1.5902531686579432e+21
21,5.035728658541948e+19,0.0,0.0,1.7978231310626733e+21,0.0,0.0,0.0,0.0,19.949885874195328,1.0000000000000009,19.949885874195306,0.035281127649264894,5.035728658541948e+19
22,1.8829370191249582e+20,0.0,0.0,6.722339420681179e+21,0.0,0.0,0.0,0.0,61.80167605406243,1.0000000000000013,61.80167605406234,0.1676463378587718,1.8829370191249582e+20
23,7.044437566904602e+20,0.0,0.0,2.5149593359493865e+22,0.0,0.0,0.0,0.0,188.16306423185415,1.0000000000000007,188.16306423185398,0.34662975847966604,7.044437566904602e+20
24,7.752302816777774e+20,0.0,0.0,2.767676788812687e+22,0.0,0.0,0.0,0.0,248.71748392791886,1.0000000000000004,248.71748392791886,0.397526473123463,7.752302816777774e+20
25,1.3405734605581625e+20,0.0,0.0,4.786028278533234e+21,0.0,0.0,0.0,0.0,52.54481926200713,1.000000000000001,52.54481926200708,0.1229802104487447,1.3405734605581625e+20
26,4.0695591551808936e+20,0.0,0.0,1.452887571692647e+22,0.0,0.0,0.0,0.0,121.25539936195814,0.9999999999999996,121.25539936195814,0.28188747665923497,4.0695591551808936e+20
27,2.5878941787308553e+20,0.0,0.0,9.239131674366039e+21,0.0,0.0,0.0,0.0,98.22505567348762,1.0000000000000007,98.22505567348757,0.2421836384074423,2.5878941787308553e+20
28,6.703563305248175e+20,0.0,0.0,2.3932626215423642e+22,0.0,0.0,0.0,0.0,155.12534183050968,1.000000000000002,155.12534183050937,0.333418188702837,6.703563305248175e+20
29,3.539198529953232e+20,0.0,0.0,1.2635416667615366e+22,0.0,0.0,0.0,0.0,67.12347303521675,1.0000000000000009,67.12347303521668,0.15819338465844904,3.539198529953232e+20
30,7.917430116082673e+20,0.0,0.0,2.8266294644610634e+22,0.0,0.0,0.0,0.0,151.30319999010905,1.0000000000000013,151.30319999010888,0.2804677702377032,7.917430116082673e+20
31,1.171378662243412e+20,0.0,0.0,4.1819800013295615e+21,0.0,0.0,0.0,0.0,44.34265394537383,1.0000000000000009,44.34265394537378,0.0630632599054912,1.171378662243412e+20
32,4.128494025842291e+20,0.0,0.0,1.4739281163458064e+22,0.0,0.0,0.0,0.0,88.70819873800973,1.0000000000000007,88.70819873800967,0.21715698815493678,4.128494025842291e+20
33,2.6608456822919905e+19,0.0,0.0,9.499578393085757e+20,0.0,0.0,0.0,0.0,10.912454922694534,1.0000000000000009,10.912454922694524,0.018841219459631724,2.6608456822919905e+19
34,2.666384558036283e+20,0.0,0.0,9.51935292743498e+21,0.0,0.0,0.0,0.0,95.92480324493498,1.0000000000000013,95.92480324493482,0.238364810386409,2.666384558036283e+20
35,2.5689711134997273e+20,0.0,0.0,9.171573776214751e+21,0.0,0.0,0.0,0.0,94.50567504642098,0.9999999999999997,94.50567504642102,0.1449633929726705,2.5689711134997273e+20
36,3.956956133353272e+20,0.0,0.0,1.4126867723652526e+22,0.0,0.0,0.0,0.0,131.83025075684878,1.0000000000000022,131.83025075684853,0.1782418438141777,3.956956133353272e+20
37,3.197594952820804e+20,0.0,0.0,1.1415845768812707e+22,0.0,0.0,0.0,0.0,108.9929262723718,1.000000000000001,108.99292627237169,0.2872477966068334,3.197594952820804e+20
38,1.1877078964978542e+21,0.0,0.0,4.240277572636108e+22,0.0,0.0,0.0,0.0,354.0515577995547,1.0000000000000013,354.05155779955436,0.3254173761446862,1.1877078964978542e+21
39,2.4366612499935435e+20,0.0,0.0,8.699209697034926e+21,0.0,0.0,0.0,0.0,91.82382872627389,1.0000000000000007,91.82382872627383,0.23037575011737735,2.4366612499935435e+20
40,5.3468430157794555e+20,0.0,0.0,1.9088951577292638e+22,0.0,0.0,0.0,0.0,111.85251711799239,1.0000000000000002,111.85251711799239,0.2478468891252568,5.3468430157794555e+20
41,1.9966347649062548e+20,0.0,0.0,7.128255726295794e+21,0.0,0.0,0.0,0.0,66.84836672864722,1.000000000000001,66.84836672864716,0.19457155608945695,1.9966347649062548e+20
42,1.5902531686579432e+21,0.0,0.0,5.677418551949457e+22,0.0,0.0,0.0,0.0,382.97795429956074,1.0000000000000016,382.97795429956,0.5444332051331754,1.5902531686579432e+21
